日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2021-01-04,46.61,51.02,51.02,46.54,16869,117098370.0,9.66,10.05,4.66,6.58
2021-01-05,52.58,52.84,56.15,52.28,38252,290936080.0,7.59,3.57,1.82,14.92
2021-01-06,52.21,50.76,52.54,50.15,23383,167563173.0,4.52,-3.94,-2.08,9.12
2021-01-07,51.14,51.69,53.06,50.43,20918,151895922.0,5.18,1.83,0.93,8.16
2021-01-08,49.99,49.43,50.57,48.93,14573,101543785.0,3.17,-4.37,-2.26,5.69
2021-01-11,49.44,46.02,49.44,45.43,18783,123419521.0,8.11,-6.9,-3.41,7.33
2021-01-12,46.11,47.01,47.4,45.9,10606,69900680.0,3.26,2.15,0.99,4.14
2021-01-13,46.79,46.08,46.86,45.24,12257,79267683.0,3.45,-1.98,-0.93,4.78
2021-01-14,46.09,45.13,46.12,44.79,10221,65304185.0,2.89,-2.06,-0.95,3.99
2021-01-15,45.71,47.02,47.28,45.43,12834,84005866.0,4.1,4.19,1.89,5.01
2021-01-18,47.51,47.45,48.46,46.63,10478,70072497.0,3.89,0.91,0.43,4.09
2021-01-19,47.43,46.86,47.57,45.86,8915,58834357.0,3.6,-1.24,-0.59,3.48
2021-01-20,46.86,47.0,47.26,46.16,6463,42443048.0,2.35,0.3,0.14,2.52
2021-01-21,46.79,47.14,47.23,46.38,10549,69719485.0,1.81,0.3,0.14,4.12
2021-01-22,47.08,45.13,47.08,44.75,15614,100057066.0,4.94,-4.26,-2.01,6.09
2021-01-25,44.42,42.94,44.54,42.58,14697,89513908.0,4.34,-4.85,-2.19,5.73
2021-01-26,43.21,43.58,44.71,42.93,12183,75281982.0,4.15,1.49,0.64,4.75
2021-01-27,43.58,42.8,43.61,42.53,8741,52776241.0,2.48,-1.79,-0.78,3.41
2021-01-28,42.43,42.57,43.54,41.33,7575,45473992.0,5.16,-0.54,-0.23,2.96
2021-01-29,42.83,40.93,42.92,40.84,10562,62028746.0,4.89,-3.85,-1.64,4.12
2021-02-01,40.86,41.3,42.07,39.8,8811,51036957.0,5.55,0.9,0.37,3.44
2021-02-02,41.59,40.76,41.81,40.56,6219,35860235.0,3.03,-1.31,-0.54,2.43
2021-02-03,40.75,41.31,41.75,40.01,11225,64872415.0,4.27,1.35,0.55,4.38
2021-02-04,40.5,39.01,40.93,37.78,14103,78045129.0,7.63,-5.57,-2.3,5.5
2021-02-05,39.07,37.51,40.09,37.5,11095,60863244.0,6.64,-3.85,-1.5,4.33
2021-02-08,37.41,37.71,38.23,36.92,7763,41114404.0,3.49,0.53,0.2,3.03
2021-02-09,37.65,38.61,38.75,37.29,8375,44943156.0,3.87,2.39,0.9,3.27
2021-02-10,38.75,41.23,41.91,38.49,13857,79280026.0,8.86,6.79,2.62,5.41
2021-02-18,41.49,41.21,42.39,40.79,9946,58287241.0,3.88,-0.05,-0.02,3.88
2021-02-19,41.25,44.19,44.43,40.6,15973,97146695.0,9.29,7.23,2.98,6.23
2021-02-22,44.36,47.01,48.64,44.36,27880,183826827.0,9.69,6.38,2.82,10.88
2021-02-23,45.88,45.71,48.51,45.59,14352,93920209.0,6.21,-2.77,-1.3,5.6
2021-02-24,44.86,46.69,48.58,44.65,17409,115488093.0,8.6,2.14,0.98,6.79
2021-02-25,46.42,45.5,47.48,45.44,8972,57992449.0,4.37,-2.55,-1.19,3.5
2021-02-26,44.57,44.7,45.75,44.19,6372,40254076.0,3.43,-1.76,-0.8,2.49
2021-03-01,44.36,45.89,46.0,44.29,8218,52290084.0,3.83,2.66,1.19,3.21
2021-03-02,45.49,44.26,46.06,43.86,6912,43417455.0,4.79,-3.55,-1.63,2.7
2021-03-03,44.0,44.49,44.8,43.99,4581,28714806.0,1.83,0.52,0.23,1.79
2021-03-04,44.64,43.73,44.64,43.44,6545,40525623.0,2.7,-1.71,-0.76,2.55
2021-03-05,43.3,44.49,44.99,42.87,7600,47056451.0,4.85,1.74,0.76,2.97
2021-03-08,44.7,44.16,46.14,44.01,8666,55256744.0,4.79,-0.74,-0.33,3.38
2021-03-09,43.73,43.2,44.54,41.14,7720,46845089.0,7.7,-2.17,-0.96,3.01
2021-03-10,43.36,40.69,43.95,40.36,8824,51712775.0,8.31,-5.81,-2.51,3.44
