日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率,MA5,MA10,MA30,MA60
2021-01-04,6.16,6.17,6.26,6.03,187521,116730416.0,3.73,0.0,0.0,3.49,,,,
2021-01-05,6.21,5.95,6.21,5.94,151041,92138233.0,4.38,-3.57,-0.22,2.81,,,,
2021-01-06,5.9,6.07,6.07,5.76,136203,80979400.0,5.21,2.02,0.12,2.54,,,,
2021-01-07,6.04,6.15,6.34,6.01,201054,125518708.0,5.44,1.32,0.08,3.74,,,,
2021-01-08,5.99,6.22,6.29,5.86,142112,87300129.0,6.99,1.14,0.07,2.65,6.112,,,
2021-01-11,6.19,5.93,6.2,5.93,114577,70103401.0,4.34,-4.66,-0.29,2.13,6.064,,,
2021-01-12,5.82,5.96,6.0,5.69,98974,58944585.0,5.23,0.51,0.03,1.84,6.066,,,
2021-01-13,5.94,5.38,5.96,5.36,208334,118303592.0,10.07,-9.73,-0.58,3.88,5.928,,,
2021-01-14,5.31,5.41,5.52,5.22,80685,44380551.0,5.58,0.56,0.03,1.5,5.779999999999999,,,
2021-01-15,5.42,5.31,5.42,5.3,63044,34214175.0,2.22,-1.85,-0.1,1.17,5.598000000000001,5.8549999999999995,,
2021-01-18,5.34,5.25,5.37,5.14,83014,44010574.0,4.33,-1.13,-0.06,1.55,5.462000000000001,5.763,,
2021-01-19,5.22,5.25,5.28,5.17,44457,23608487.0,2.1,0.0,0.0,0.83,5.32,5.693,,
2021-01-20,5.27,5.19,5.28,5.18,41220,21785831.0,1.9,-1.14,-0.06,0.77,5.281999999999999,5.605,,
2021-01-21,5.17,5.22,5.26,5.17,35859,18977525.0,1.73,0.58,0.03,0.67,5.244000000000001,5.512,,
2021-01-22,5.21,5.13,5.23,5.12,51330,26861885.0,2.11,-1.72,-0.09,0.96,5.208,5.4030000000000005,,
2021-01-25,5.08,5.14,5.19,5.08,43623,22731080.0,2.14,0.19,0.01,0.81,5.186,5.324,,
2021-01-26,5.11,5.26,5.31,5.1,51140,27075899.0,4.09,2.33,0.12,0.95,5.188,5.254,,
2021-01-27,5.26,5.2,5.26,5.18,30865,16295829.0,1.52,-1.14,-0.06,0.57,5.19,5.236,,
2021-01-28,5.2,5.2,5.31,5.18,32473,17261483.0,2.5,0.0,0.0,0.6,5.186,5.215,,
2021-01-29,5.21,5.02,5.26,5.0,40776,21094172.0,5.0,-3.46,-0.18,0.76,5.164,5.186,,
2021-02-01,5.02,5.18,5.2,4.83,36962,18917631.0,7.37,3.19,0.16,0.69,5.172,5.179,,
2021-02-02,5.16,5.08,5.18,5.05,22741,11791565.0,2.51,-1.93,-0.1,0.42,5.136,5.162000000000001,,
2021-02-03,5.07,4.97,5.1,4.94,26349,13371179.0,3.15,-2.17,-0.11,0.49,5.089999999999999,5.14,,
2021-02-04,4.95,4.91,4.97,4.83,27620,13717476.0,2.82,-1.21,-0.06,0.51,5.031999999999999,5.109,,
2021-02-05,4.91,4.92,5.01,4.9,13835,6939720.0,2.24,0.2,0.01,0.26,5.012,5.087999999999999,,
2021-02-08,4.92,4.97,5.0,4.87,13478,6763856.0,2.64,1.02,0.05,0.25,4.97,5.071,,
2021-02-09,4.94,5.03,5.03,4.94,21365,10878018.0,1.81,1.21,0.06,0.4,4.96,5.048,,
2021-02-10,5.06,5.02,5.06,4.99,14709,7492235.0,1.39,-0.2,-0.01,0.27,4.97,5.029999999999999,,
2021-02-18,5.11,5.11,5.15,5.03,27067,14005783.0,2.39,1.79,0.09,0.5,5.01,5.021,,
2021-02-19,5.11,5.23,5.24,5.07,31157,16361630.0,3.33,2.35,0.12,0.58,5.072,5.042,5.361000000000001,
2021-02-22,5.23,5.21,5.33,5.21,44164,23682818.0,2.29,-0.38,-0.02,0.82,5.12,5.045,5.329,
2021-02-23,5.2,5.23,5.25,5.14,23987,12638929.0,2.11,0.38,0.02,0.45,5.16,5.06,5.305000000000001,
2021-02-24,5.2,5.21,5.28,5.18,26743,14157112.0,1.91,-0.38,-0.02,0.5,5.198,5.084,5.276333333333333,
2021-02-25,5.25,5.13,5.25,5.12,22668,11895143.0,2.5,-1.54,-0.08,0.42,5.202,5.106,5.242333333333333,
2021-02-26,5.05,5.13,5.18,5.05,18415,9608918.0,2.53,0.0,0.0,0.34,5.182,5.127000000000001,5.206,
2021-03-01,5.1,5.23,5.26,5.1,22691,11971279.0,3.12,1.95,0.1,0.42,5.186,5.1530000000000005,5.182666666666666,
2021-03-02,5.24,5.28,5.3,5.19,28491,15192748.0,2.1,0.96,0.05,0.53,5.196,5.178,5.16,
2021-03-03,5.3,5.27,5.3,5.21,21357,11382705.0,1.7,-0.19,-0.01,0.4,5.208,5.203,5.156333333333333,
2021-03-04,5.23,5.21,5.29,5.18,27229,14450896.0,2.09,-1.14,-0.06,0.51,5.224,5.212999999999999,5.149666666666666,
2021-03-05,5.2,5.28,5.28,5.15,34147,18225338.0,2.5,1.34,0.07,0.64,5.2540000000000004,5.218,5.148666666666666,
2021-03-08,5.29,5.27,5.41,5.24,40681,21976725.0,3.22,-0.19,-0.01,0.76,5.2620000000000005,5.224,5.149333333333333,
2021-03-09,5.29,5.28,5.42,5.12,61743,33298543.0,5.69,0.19,0.01,1.15,5.262,5.229000000000001,5.150333333333333,
2021-03-10,5.28,5.42,5.46,5.22,67962,37104492.0,4.55,2.65,0.14,1.27,5.292,5.25,5.1579999999999995,
2021-03-11,5.38,5.53,5.55,5.34,79719,44035869.0,3.87,2.03,0.11,1.48,5.356,5.29,5.168333333333333,
2021-03-12,5.47,5.54,5.58,5.42,57733,32230278.0,2.89,0.18,0.01,1.07,5.4079999999999995,5.3309999999999995,5.182,
2021-03-15,5.55,5.45,5.55,5.42,42657,23673191.0,2.35,-1.62,-0.09,0.79,5.444000000000001,5.353,5.192333333333334,
2021-03-16,5.43,5.59,5.63,5.43,60549,34010366.0,3.67,2.57,0.14,1.13,5.506,5.384,5.203333333333333,
2021-03-17,5.58,5.48,5.58,5.48,39130,21922266.0,1.79,-1.97,-0.11,0.73,5.518,5.405,5.212666666666666,
2021-03-18,5.62,5.47,5.62,5.44,48462,26947153.0,3.28,-0.18,-0.01,0.9,5.506,5.431,5.221666666666667,
2021-03-19,5.38,5.45,5.59,5.38,46148,25649722.0,3.84,-0.37,-0.02,0.86,5.4879999999999995,5.448,5.236000000000001,
2021-03-22,5.54,5.49,5.54,5.42,41457,22994813.0,2.2,0.73,0.04,0.77,5.496,5.470000000000001,5.246333333333333,
2021-03-23,5.48,5.32,5.48,5.28,50662,27604671.0,3.64,-3.1,-0.17,0.94,5.442,5.473999999999999,5.254333333333334,
2021-03-24,5.3,5.27,5.4,5.27,30369,16396822.0,2.44,-0.94,-0.05,0.57,5.4,5.4590000000000005,5.264333333333334,
2021-03-25,5.27,5.26,5.32,5.2,31410,16758515.0,2.28,-0.19,-0.01,0.58,5.358,5.432,5.276,
2021-03-26,5.26,5.33,5.35,5.22,28914,15561832.0,2.47,1.33,0.07,0.54,5.334,5.411,5.289666666666666,
2021-03-29,5.3,5.38,5.39,5.3,25203,13727850.0,1.69,0.94,0.05,0.47,5.311999999999999,5.404,5.303333333333333,
2021-03-30,5.42,5.2,5.42,5.19,40696,21695145.0,4.28,-3.35,-0.18,0.76,5.287999999999999,5.365,5.309,
2021-03-31,5.25,5.3,5.32,5.13,30507,16272510.0,3.65,1.92,0.1,0.57,5.294,5.3469999999999995,5.3183333333333325,
2021-04-01,5.3,5.17,5.3,5.17,32525,17205357.0,2.45,-2.45,-0.13,0.61,5.276000000000001,5.317,5.320333333333334,
2021-04-02,5.17,5.18,5.19,5.15,17080,8973794.0,0.77,0.19,0.01,0.32,5.246,5.29,5.318666666666666,5.339833333333333
2021-04-06,5.18,5.25,5.26,5.18,22329,11831864.0,1.54,1.35,0.07,0.42,5.220000000000001,5.266,5.319999999999999,5.3245
2021-04-07,5.25,5.22,5.25,5.19,18957,10037067.0,1.14,-0.57,-0.03,0.35,5.223999999999999,5.256,5.319666666666666,5.312333333333333
2021-04-08,5.21,5.18,5.25,5.18,23604,12469534.0,1.34,-0.77,-0.04,0.44,5.2,5.247,5.318666666666667,5.2975
2021-04-09,5.18,5.19,5.2,5.11,15734,8262288.0,1.74,0.19,0.01,0.29,5.204,5.24,5.320666666666667,5.2815
2021-04-12,5.16,5.05,5.17,5.05,35542,18365194.0,2.31,-2.7,-0.14,0.66,5.178,5.212,5.318,5.262
2021-04-13,5.03,4.99,5.06,4.96,25730,13108810.0,1.98,-1.19,-0.06,0.48,5.1259999999999994,5.173,5.3100000000000005,5.246333333333333
2021-04-14,4.97,5.03,5.04,4.96,16423,8338722.0,1.6,0.8,0.04,0.31,5.088,5.156,5.301666666666667,5.230833333333334
2021-04-15,5.02,5.07,5.1,4.99,17280,8882133.0,2.19,0.8,0.04,0.32,5.066000000000001,5.133,5.295,5.225666666666667
2021-04-16,5.05,5.15,5.18,5.05,19461,10152036.0,2.56,1.58,0.08,0.36,5.058,5.131,5.293000000000001,5.221333333333333
2021-04-19,5.15,5.17,5.19,5.13,20457,10733132.0,1.17,0.39,0.02,0.38,5.082000000000001,5.13,5.289333333333333,5.218999999999999
2021-04-20,5.17,5.17,5.2,5.13,25764,13508167.0,1.35,0.0,0.0,0.48,5.118,5.122,5.2860000000000005,5.217666666666667
2021-04-21,5.17,5.1,5.17,5.08,18140,9417427.0,1.74,-1.35,-0.07,0.34,5.132,5.11,5.28,5.215166666666666
2021-04-22,5.1,5.12,5.16,5.07,18182,9440940.0,1.76,0.39,0.02,0.34,5.142,5.104,5.2700000000000005,5.2139999999999995
2021-04-23,5.12,5.03,5.12,4.97,35747,18280882.0,2.93,-1.76,-0.09,0.67,5.118,5.088,5.253333333333334,5.210833333333334
2021-04-26,5.02,5.01,5.07,4.94,19758,10086235.0,2.58,-0.4,-0.02,0.37,5.086,5.084,5.235666666666666,5.208833333333334
2021-04-27,5.07,5.05,5.07,4.97,15956,8116951.0,2.0,0.8,0.04,0.3,5.062,5.09,5.222333333333333,5.207333333333334
2021-04-28,5.03,4.99,5.05,4.98,15325,7795351.0,1.39,-1.19,-0.06,0.29,5.04,5.086,5.202333333333333,5.202833333333333
2021-04-29,5.0,4.98,5.02,4.95,17203,8712382.0,1.4,-0.2,-0.01,0.32,5.012,5.077,5.185666666666666,5.199166666666667
2021-04-30,4.96,4.91,4.97,4.86,34436,17162007.0,2.21,-1.41,-0.07,0.64,4.988,5.053,5.167000000000001,5.194333333333334
2021-05-06,4.91,4.98,4.99,4.88,19664,9845127.0,2.24,1.43,0.07,0.37,4.982,5.034000000000001,5.151333333333333,5.193666666666667
2021-05-07,4.99,4.92,5.0,4.9,15863,7965902.0,2.01,-1.2,-0.06,0.3,4.956,5.009,5.132333333333333,5.189333333333334
2021-05-10,4.92,4.96,4.97,4.88,15285,7644415.0,1.83,0.81,0.04,0.28,4.95,4.995,5.120333333333333,5.187333333333333
2021-05-11,4.96,4.96,4.99,4.91,15639,7869759.0,1.61,0.0,0.0,0.29,4.946,4.979000000000001,5.11,5.187166666666667
2021-05-12,4.96,5.0,5.01,4.91,20833,10527730.0,2.02,0.81,0.04,0.39,4.964,4.976000000000001,5.101333333333333,5.188666666666666
2021-05-13,5.0,5.01,5.04,4.97,15487,7882449.0,1.4,0.2,0.01,0.29,4.970000000000001,4.976000000000001,5.0906666666666665,5.190166666666666
2021-05-14,5.03,5.05,5.05,4.98,13991,7146217.0,1.4,0.8,0.04,0.26,4.9959999999999996,4.976,5.079666666666667,5.1915000000000004
2021-05-17,5.06,4.96,5.08,4.96,26590,13487454.0,2.38,-1.78,-0.09,0.49,4.996,4.973,5.071666666666666,5.190333333333333
