日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2021-01-04,39.39,39.39,39.99,39.01,4454,17607285.0,2.49,0.0,0.0,0.6
2021-01-05,39.16,39.15,39.51,38.8,3576,13963863.0,1.8,-0.61,-0.24,0.48
2021-01-06,39.09,38.7,39.09,38.37,3823,14791189.0,1.84,-1.15,-0.45,0.51
2021-01-07,38.7,38.67,39.13,38.38,3673,14171704.0,1.94,-0.08,-0.03,0.49
2021-01-08,38.41,38.17,38.65,37.65,2827,10771628.0,2.59,-1.29,-0.5,0.38
2021-01-11,38.17,40.18,40.78,37.01,7436,29072654.0,9.88,5.27,2.01,1.0
2021-01-12,39.99,39.71,40.75,39.6,4393,17622927.0,2.86,-1.17,-0.47,0.59
2021-01-13,40.0,39.07,40.01,38.51,3815,14869633.0,3.78,-1.61,-0.64,0.51
2021-01-14,38.99,39.09,39.74,38.63,2020,7912411.0,2.84,0.05,0.02,0.27
2021-01-15,39.09,39.3,40.0,38.5,3570,14059024.0,3.84,0.54,0.21,0.48
2021-01-18,39.11,41.0,41.61,39.0,8515,34372520.0,6.64,4.33,1.7,1.14
2021-01-19,41.0,43.4,44.44,40.55,13951,60427089.0,9.49,5.85,2.4,1.87
2021-01-20,43.41,43.01,44.0,42.5,5569,24026485.0,3.46,-0.9,-0.39,0.75
2021-01-21,42.91,42.86,43.33,42.06,5567,23748077.0,2.95,-0.35,-0.15,0.75
2021-01-22,42.83,43.27,43.59,41.02,8216,34842116.0,6.0,0.96,0.41,1.1
2021-01-25,43.2,42.99,43.91,42.08,4647,19972604.0,4.23,-0.65,-0.28,0.62
2021-01-26,42.57,43.59,44.49,42.5,5233,22753244.0,4.63,1.4,0.6,0.7
2021-01-27,43.6,43.1,44.42,42.59,3976,17204244.0,4.2,-1.12,-0.49,0.53
2021-01-28,43.2,41.0,43.28,39.07,5810,24304910.0,9.77,-4.87,-2.1,0.78
2021-01-29,39.8,39.52,41.78,39.38,4737,18956186.0,5.85,-3.61,-1.48,0.64
2021-02-01,39.01,38.86,39.69,37.6,5733,22215167.0,5.29,-1.67,-0.66,0.77
2021-02-02,38.5,39.15,39.73,38.5,4271,16625530.0,3.17,0.75,0.29,0.57
2021-02-03,39.15,38.57,39.45,38.41,3648,14104169.0,2.66,-1.48,-0.58,0.49
2021-02-04,38.58,38.42,39.05,38.0,2558,9835872.0,2.72,-0.39,-0.15,0.34
2021-02-05,38.42,37.99,38.91,37.9,3935,15072127.0,2.63,-1.12,-0.43,0.53
2021-02-08,38.19,37.94,38.48,37.8,2332,8858968.0,1.79,-0.13,-0.05,0.31
2021-02-09,38.14,37.15,38.36,37.06,3598,13551723.0,3.43,-2.08,-0.79,0.48
2021-02-10,37.1,37.39,37.52,37.08,1789,6668172.0,1.18,0.65,0.24,0.24
2021-02-18,37.99,38.0,38.59,37.38,1610,6136795.0,3.24,1.63,0.61,0.22
2021-02-19,37.91,38.1,38.78,37.51,1456,5547762.0,3.34,0.26,0.1,0.2
2021-02-22,38.1,38.55,38.55,37.82,2371,9088945.0,1.92,1.18,0.45,0.32
2021-02-23,38.69,38.62,39.63,38.26,2561,9970082.0,3.55,0.18,0.07,0.34
2021-02-24,38.64,38.39,38.99,38.0,2103,8071760.0,2.56,-0.6,-0.23,0.28
2021-02-25,38.15,38.4,38.75,37.9,2979,11368458.0,2.21,0.03,0.01,0.4
2021-02-26,38.01,37.87,38.08,37.0,1495,5652953.0,2.81,-1.38,-0.53,0.2
2021-03-01,37.8,37.88,38.15,37.11,3140,11799625.0,2.75,0.03,0.01,0.42
2021-03-02,37.52,37.01,37.67,36.9,2136,7944246.0,2.03,-2.3,-0.87,0.29
2021-03-03,37.45,36.93,37.45,36.7,2805,10357227.0,2.03,-0.22,-0.08,0.38
2021-03-04,36.9,39.23,40.02,36.9,5594,21574842.0,8.45,6.23,2.3,0.75
2021-03-05,39.23,39.79,40.1,39.02,3001,11913377.0,2.75,1.43,0.56,0.4
2021-03-08,39.79,39.13,39.79,38.81,3159,12379328.0,2.46,-1.66,-0.66,0.42
2021-03-09,38.66,38.94,39.87,38.33,2843,11032315.0,3.94,-0.49,-0.19,0.38
2021-03-10,38.78,38.86,39.3,38.56,1866,7286526.0,1.9,-0.21,-0.08,0.25
2021-03-11,38.85,39.0,39.52,38.81,2398,9343478.0,1.83,0.36,0.14,0.32
2021-03-12,39.0,39.83,39.89,38.58,2666,10560847.0,3.36,2.13,0.83,0.36
2021-03-15,39.97,39.95,40.45,39.52,3365,13449858.0,2.33,0.3,0.12,0.45
2021-03-16,40.2,41.3,41.39,39.93,4124,16824524.0,3.65,3.38,1.35,0.55
2021-03-17,41.17,40.61,42.58,40.49,4027,16641579.0,5.06,-1.67,-0.69,0.54
2021-03-18,40.05,40.55,41.2,39.8,2090,8495721.0,3.45,-0.15,-0.06,0.28
2021-03-19,40.81,39.49,40.85,39.34,3167,12590664.0,3.72,-2.61,-1.06,0.42
2021-03-22,39.6,39.93,40.55,39.5,3957,15798980.0,2.66,1.11,0.44,0.53
2021-03-23,39.86,40.82,41.45,39.51,2651,10803753.0,4.86,2.23,0.89,0.36
2021-03-24,40.82,41.1,41.98,40.0,3560,14678624.0,4.85,0.69,0.28,0.48
2021-03-25,40.69,41.26,41.58,40.61,3182,13123067.0,2.36,0.39,0.16,0.43
2021-03-26,41.8,40.98,41.95,40.33,4014,16473291.0,3.93,-0.68,-0.28,0.54
2021-03-29,40.53,40.75,41.29,40.11,3706,15072675.0,2.88,-0.56,-0.23,0.5
2021-03-30,40.75,40.67,41.5,40.4,2701,11027958.0,2.7,-0.2,-0.08,0.36
2021-03-31,41.24,44.08,44.08,40.71,11413,49068735.0,8.29,8.38,3.41,1.53
2021-04-01,43.98,43.3,44.87,43.03,4665,20365790.0,4.17,-1.77,-0.78,0.63
2021-04-02,42.88,42.96,43.61,42.35,3060,13123031.0,2.91,-0.79,-0.34,0.41
2021-04-06,42.5,43.73,43.9,42.5,2223,9640915.0,3.26,1.79,0.77,0.3
2021-04-07,43.61,45.91,46.0,43.5,8181,37273984.0,5.72,4.99,2.18,1.1
2021-04-08,45.91,48.95,49.5,45.5,10002,48438153.0,8.71,6.62,3.04,1.34
2021-04-09,48.95,50.0,51.35,48.17,9900,49482919.0,6.5,2.15,1.05,1.33
2021-04-12,49.99,53.5,53.67,48.0,9801,50825770.0,11.34,7.0,3.5,1.31
2021-04-13,53.5,49.9,54.98,48.8,14109,72702909.0,11.55,-6.73,-3.6,1.89
2021-04-14,49.9,53.6,53.94,49.0,8828,45732380.0,9.9,7.41,3.7,1.18
2021-04-15,53.39,52.96,54.77,51.8,5399,28501373.0,5.54,-1.19,-0.64,0.72
2021-04-16,52.17,52.58,53.59,51.99,2665,14035815.0,3.02,-0.72,-0.38,0.36
2021-04-19,52.58,51.72,52.9,51.37,5610,29172233.0,2.91,-1.64,-0.86,0.75
2021-04-20,51.95,52.19,54.05,51.8,6146,32179751.0,4.35,0.91,0.47,0.82
2021-04-21,52.0,54.73,54.98,52.0,8013,43198218.0,5.71,4.87,2.54,1.08
2021-04-22,55.27,59.51,59.81,54.1,9296,53760365.0,10.43,8.73,4.78,1.25
2021-04-23,61.14,53.56,61.33,53.56,12856,73153255.0,13.06,-10.0,-5.95,1.72
2021-04-26,51.97,50.31,52.98,48.2,14141,71434597.0,8.92,-6.07,-3.25,1.9
2021-04-27,50.31,51.05,53.49,49.2,6032,31215215.0,8.53,1.47,0.74,0.81
2021-04-28,51.04,53.3,54.45,51.04,5410,28577190.0,6.68,4.41,2.25,0.73
2021-04-29,53.31,55.2,56.0,51.82,5551,30313022.0,7.84,3.56,1.9,0.74
2021-04-30,54.26,55.27,55.99,54.26,3079,17029190.0,3.13,0.13,0.07,0.41
2021-05-06,54.8,55.96,57.55,54.2,6840,38599359.0,6.06,1.25,0.69,0.92
2021-05-07,57.62,55.4,57.62,54.78,4405,24520759.0,5.08,-1.0,-0.56,0.59
2021-05-10,54.73,54.1,57.27,54.02,4112,22571817.0,5.87,-2.35,-1.3,0.55
2021-05-11,53.3,54.77,55.72,53.3,3523,19251376.0,4.47,1.24,0.67,0.47
2021-05-12,54.76,55.82,56.35,54.28,2615,14536901.0,3.78,1.92,1.05,0.35
2021-05-13,55.6,54.7,56.79,54.32,2482,13671999.0,4.42,-2.01,-1.12,0.33
2021-05-14,54.79,53.62,55.79,49.26,3346,18156053.0,11.94,-1.97,-1.08,0.45
2021-05-17,53.59,53.71,54.73,52.37,4504,24051681.0,4.4,0.17,0.09,0.6
2021-05-18,54.18,53.15,54.18,52.7,1929,10251843.0,2.76,-1.04,-0.56,0.26
2021-05-19,52.5,51.55,53.66,51.0,4157,21556206.0,5.0,-3.01,-1.6,0.56
2021-05-20,51.0,50.63,52.34,49.47,3127,15776260.0,5.57,-1.78,-0.92,0.42
2021-05-21,50.0,50.55,52.62,49.8,1668,8404000.0,5.57,-0.16,-0.08,0.22
2021-05-24,49.93,50.61,51.95,49.34,3112,15870272.0,5.16,0.12,0.06,0.42
2021-05-25,50.6,51.08,51.61,50.33,2528,12899912.0,2.53,0.93,0.47,0.34
2021-05-26,51.55,52.0,52.9,50.61,2983,15416620.0,4.48,1.8,0.92,0.4
2021-05-27,50.65,53.88,54.49,49.73,4231,22233102.0,9.15,3.62,1.88,0.57
2021-05-28,52.8,54.61,56.2,52.1,4160,22863298.0,7.61,1.35,0.73,0.56
2021-05-31,54.62,56.1,56.55,54.45,3821,21166154.0,3.85,2.73,1.49,0.51
2021-06-01,55.77,56.33,57.17,55.01,3438,19225016.0,3.85,0.41,0.23,0.46
2021-06-02,55.77,54.76,56.99,54.5,2734,15087683.0,4.42,-2.79,-1.57,0.37
