日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2021-01-04,6.89,7.18,7.23,6.89,78438,59087781.0,4.87,2.87,0.2,2.34
2021-01-05,7.19,7.07,7.26,6.98,67961,50944208.0,3.9,-1.53,-0.11,2.02
2021-01-06,7.08,6.76,7.08,6.72,85522,61927959.0,5.09,-4.38,-0.31,2.55
2021-01-07,6.74,6.43,6.79,6.41,84518,59082541.0,5.62,-4.88,-0.33,2.52
2021-01-08,6.42,6.59,6.65,6.13,81395,55937803.0,8.09,2.49,0.16,2.27
2021-01-11,6.54,6.46,6.72,6.4,47598,33046301.0,4.86,-1.97,-0.13,1.33
2021-01-12,6.43,6.36,6.48,6.3,42798,29065193.0,2.79,-1.55,-0.1,1.19
2021-01-13,6.36,6.27,6.37,6.2,40306,26978100.0,2.67,-1.42,-0.09,1.12
2021-01-14,6.26,6.28,6.37,6.23,33479,22520829.0,2.23,0.16,0.01,0.93
2021-01-15,6.26,6.46,6.55,6.26,37403,25486144.0,4.62,2.87,0.18,1.04
2021-01-18,6.57,6.61,6.72,6.48,43331,30531408.0,3.72,2.32,0.15,1.21
2021-01-19,6.58,6.68,6.69,6.56,37704,26544873.0,1.97,1.06,0.07,1.05
2021-01-20,6.68,6.65,6.72,6.58,30600,21574920.0,2.1,-0.45,-0.03,0.85
2021-01-21,6.64,6.63,6.69,6.62,30351,21467219.0,1.05,-0.3,-0.02,0.85
2021-01-22,6.64,6.73,6.8,6.5,47888,33901350.0,4.52,1.51,0.1,1.33
2021-01-25,6.68,6.61,6.77,6.56,44519,31495092.0,3.12,-1.78,-0.12,1.24
2021-01-26,6.59,6.39,6.64,6.39,36184,24916318.0,3.78,-3.33,-0.22,1.01
2021-01-27,6.39,6.3,6.43,6.29,21468,14495090.0,2.19,-1.41,-0.09,0.6
2021-01-28,6.23,6.38,6.59,6.23,29837,20458173.0,5.71,1.27,0.08,0.83
2021-01-29,6.48,6.28,6.49,6.22,23500,15741658.0,4.23,-1.57,-0.1,0.65
2021-02-01,6.39,6.42,6.48,6.29,30941,21048973.0,3.03,2.23,0.14,0.86
2021-02-02,6.37,6.42,6.44,6.28,29998,20395412.0,2.49,0.0,0.0,0.84
2021-02-03,6.42,6.25,6.42,6.23,28166,18971051.0,2.96,-2.65,-0.17,0.79
2021-02-04,6.2,5.84,6.23,5.82,52097,33220843.0,6.56,-6.56,-0.41,1.45
2021-02-05,5.87,5.61,5.93,5.57,47201,28911779.0,6.16,-3.94,-0.23,1.32
2021-02-08,5.63,5.59,5.7,5.56,28074,17012926.0,2.5,-0.36,-0.02,0.78
2021-02-09,5.6,5.8,5.84,5.59,24808,15217346.0,4.47,3.76,0.21,0.69
2021-02-10,5.8,5.86,5.91,5.78,21226,13312014.0,2.24,1.03,0.06,0.59
2021-02-18,5.94,6.1,6.15,5.94,28671,18589679.0,3.58,4.1,0.24,0.8
2021-02-19,6.11,6.4,6.42,6.09,34607,23291422.0,5.41,4.92,0.3,0.96
2021-02-22,6.43,6.39,6.57,6.39,43740,30182128.0,2.81,-0.16,-0.01,1.22
2021-02-23,6.33,6.46,6.5,6.29,31791,21765485.0,3.29,1.1,0.07,0.89
2021-02-24,6.4,6.45,6.67,6.4,52612,36665003.0,4.18,-0.15,-0.01,1.47
2021-02-25,6.47,6.38,6.55,6.38,26200,17975524.0,2.64,-1.09,-0.07,0.73
2021-02-26,6.38,6.38,6.44,6.26,28019,18957924.0,2.82,0.0,0.0,0.78
2021-03-01,6.42,6.62,6.63,6.4,40777,28425160.0,3.61,3.76,0.24,1.14
2021-03-02,6.65,6.63,6.77,6.6,38642,27391869.0,2.57,0.15,0.01,1.08
2021-03-03,6.6,6.67,6.73,6.6,22434,15899926.0,1.96,0.6,0.04,0.63
2021-03-04,6.72,6.69,6.81,6.67,43409,31133626.0,2.1,0.3,0.02,1.21
2021-03-05,6.66,6.68,6.77,6.62,29876,21259768.0,2.24,-0.15,-0.01,0.83
2021-03-08,6.68,6.78,6.93,6.68,54076,39251553.0,3.74,1.5,0.1,1.51
2021-03-09,6.79,6.53,6.87,6.41,46828,32757447.0,6.78,-3.69,-0.25,1.31
2021-03-10,6.55,6.39,6.59,6.38,29883,20538128.0,3.22,-2.14,-0.14,0.83
2021-03-11,6.4,6.61,6.63,6.3,31433,21699368.0,5.16,3.44,0.22,0.88
2021-03-12,6.64,6.6,6.71,6.49,27654,19356981.0,3.33,-0.15,-0.01,0.77
2021-03-15,6.53,6.62,6.68,6.52,28256,19836281.0,2.42,0.3,0.02,0.79
2021-03-16,6.62,6.99,7.03,6.59,87349,63981235.0,6.65,5.59,0.37,2.43
2021-03-17,6.97,6.96,7.04,6.9,38930,28668974.0,2.0,-0.43,-0.03,1.09
2021-03-18,6.96,6.93,7.0,6.84,27641,20227684.0,2.3,-0.43,-0.03,0.77
2021-03-19,6.78,7.09,7.13,6.78,62096,46345641.0,5.05,2.31,0.16,1.73
2021-03-22,7.1,7.83,7.84,7.08,164849,131506156.0,10.72,10.44,0.74,4.59
2021-03-23,7.82,7.77,8.06,7.75,121572,100995914.0,3.96,-0.77,-0.06,3.39
2021-03-24,7.85,7.76,8.01,7.71,75114,62176794.0,3.86,-0.13,-0.01,2.09
2021-03-25,7.71,7.57,7.84,7.51,71702,57527978.0,4.25,-2.45,-0.19,2.0
2021-03-26,7.54,7.9,8.03,7.5,74238,61248906.0,7.0,4.36,0.33,2.07
2021-03-29,7.9,7.95,8.03,7.7,60864,50621112.0,4.18,0.63,0.05,1.7
2021-03-30,7.92,7.62,7.95,7.54,72882,59118400.0,5.16,-4.15,-0.33,2.03
2021-03-31,7.61,7.59,7.7,7.55,33426,26834999.0,1.97,-0.39,-0.03,0.93
2021-04-01,7.58,7.48,7.64,7.41,37415,29601194.0,3.03,-1.45,-0.11,1.04
2021-04-02,7.48,7.71,7.8,7.41,54410,43985274.0,5.21,3.07,0.23,1.52
2021-04-06,7.71,8.07,8.09,7.71,94830,79560033.0,4.93,4.67,0.36,2.64
2021-04-07,8.08,8.46,8.7,7.95,113903,100452785.0,9.29,4.83,0.39,3.17
2021-04-08,8.5,8.44,8.58,8.25,62936,55874529.0,3.9,-0.24,-0.02,1.75
2021-04-09,8.42,8.63,8.7,8.31,75226,67895170.0,4.62,2.25,0.19,2.1
2021-04-12,8.67,8.21,8.71,8.16,80551,70771343.0,6.37,-4.87,-0.42,2.25
2021-04-13,8.21,8.18,8.47,8.15,43487,37878967.0,3.9,-0.37,-0.03,1.21
2021-04-14,8.18,8.48,8.61,8.14,47807,42247624.0,5.75,3.67,0.3,1.33
2021-04-15,8.47,8.3,8.57,8.22,53686,47027567.0,4.13,-2.12,-0.18,1.5
