日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2021-01-04,8.99,9.47,9.47,8.95,245092,229383097.0,6.04,9.99,0.86,4.17
2021-01-05,10.41,10.18,10.42,9.52,1241579,1260053968.0,9.5,7.5,0.71,21.15
2021-01-06,9.69,9.16,9.9,9.16,530596,492445552.0,7.27,-10.02,-1.02,9.04
2021-01-07,8.7,8.29,9.17,8.25,755118,650426864.0,10.04,-9.5,-0.87,12.86
2021-01-08,8.22,8.31,8.67,8.11,580926,486011184.0,6.76,0.24,0.02,9.9
2021-01-11,8.45,7.48,8.45,7.48,513103,395435168.0,11.67,-9.99,-0.83,8.74
2021-01-12,7.26,7.5,7.68,7.21,440999,330121920.0,6.28,0.27,0.02,7.51
2021-01-13,7.5,7.32,7.86,7.27,465763,352363584.0,7.87,-2.4,-0.18,7.93
2021-01-14,7.31,6.85,7.34,6.77,428676,300819232.0,7.79,-6.42,-0.47,7.3
2021-01-15,6.87,6.79,6.94,6.59,251385,169896729.0,5.11,-0.88,-0.06,4.28
2021-01-18,6.76,6.99,7.15,6.73,336930,233697550.0,6.19,2.95,0.2,5.74
2021-01-19,6.99,7.69,7.69,6.97,222530,165794973.0,10.3,10.01,0.7,3.79
2021-01-20,7.38,7.27,7.69,6.92,617918,438122864.0,10.01,-5.46,-0.42,10.53
2021-01-21,7.01,7.53,7.95,6.85,550698,401681744.0,15.13,3.58,0.26,9.38
2021-01-22,7.26,7.0,7.45,7.0,329052,235803604.0,5.98,-7.04,-0.53,5.61
2021-01-25,7.11,7.29,7.6,7.01,383801,282221152.0,8.43,4.14,0.29,6.54
2021-01-26,7.03,6.69,7.11,6.66,316216,215372535.0,6.17,-8.23,-0.6,5.39
2021-01-27,6.55,6.35,6.65,6.18,241740,153990589.0,7.03,-5.08,-0.34,4.12
2021-01-28,6.22,6.11,6.56,6.09,190116,119396047.0,7.4,-3.78,-0.24,3.24
2021-01-29,6.17,6.2,6.52,6.1,198073,124221847.0,6.87,1.47,0.09,3.37
2021-02-01,6.08,5.83,6.18,5.8,208139,123524272.0,6.13,-5.97,-0.37,3.55
2021-02-02,5.87,5.82,5.89,5.58,219797,125678353.0,5.32,-0.17,-0.01,3.74
2021-02-03,5.85,5.5,5.85,5.5,170825,95518776.0,6.01,-5.5,-0.32,2.91
