日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2021-01-04,9.72,9.88,9.95,9.64,25476,25393006.0,3.21,2.17,0.21,2.09
2021-01-05,9.94,9.77,9.94,9.68,26158,25963005.0,2.63,-1.11,-0.11,2.15
2021-01-06,9.76,9.27,9.82,9.27,36965,35380878.0,5.63,-5.12,-0.5,3.04
2021-01-07,9.27,8.87,9.33,8.72,40157,36563407.0,6.58,-4.31,-0.4,3.3
2021-01-08,8.86,8.76,9.14,8.37,38482,34410761.0,8.68,-1.24,-0.11,3.16
2021-01-11,8.8,8.43,8.84,8.39,30838,26720401.0,5.14,-3.77,-0.33,2.53
2021-01-12,8.51,8.49,8.94,8.43,30157,26454138.0,6.05,0.71,0.06,2.48
2021-01-13,8.49,8.19,8.6,8.12,30698,25763994.0,5.65,-3.53,-0.3,2.52
2021-01-14,8.25,8.21,8.41,8.09,24402,20474495.0,3.91,0.24,0.02,2.0
2021-01-15,8.26,8.5,8.59,8.17,31848,27412276.0,5.12,3.53,0.29,2.62
2021-01-18,8.46,8.77,8.78,8.46,35927,31733082.0,3.76,3.18,0.27,2.95
2021-01-19,8.69,8.91,8.99,8.69,42550,38374807.0,3.42,1.6,0.14,3.5
2021-01-20,8.92,9.27,9.31,8.87,62121,57404456.0,4.94,4.04,0.36,5.1
2021-01-21,10.46,9.71,10.48,9.32,124754,123769283.0,12.51,4.75,0.44,10.25
2021-01-22,9.28,8.92,9.36,8.92,79724,73728941.0,4.53,-8.14,-0.79,6.55
2021-01-25,9.04,8.75,9.16,8.7,49517,44953245.0,5.16,-1.91,-0.17,4.07
2021-01-26,8.66,8.86,9.13,8.66,41885,38016989.0,5.37,1.26,0.11,3.44
2021-01-27,8.7,8.61,8.82,8.54,36230,31861644.0,3.16,-2.82,-0.25,2.98
2021-01-28,8.49,8.59,9.18,8.46,42893,38441148.0,8.36,-0.23,-0.02,3.52
2021-01-29,8.81,8.55,8.81,8.41,37569,32730698.0,4.66,-0.47,-0.04,3.09
2021-02-01,8.6,8.49,8.6,8.38,24883,21479485.0,2.57,-0.7,-0.06,2.04
2021-02-02,8.46,8.4,8.59,8.36,24949,21408743.0,2.71,-1.06,-0.09,2.05
2021-02-03,8.36,8.24,8.45,8.2,22312,18837586.0,2.98,-1.9,-0.16,1.83
2021-02-04,8.24,8.12,8.26,7.87,29590,24151581.0,4.73,-1.46,-0.12,2.43
2021-02-05,8.12,7.95,8.24,7.91,15388,12586228.0,4.06,-2.09,-0.17,1.26
2021-02-08,7.95,7.71,8.01,7.7,18728,14880117.0,3.9,-3.02,-0.24,1.54
2021-02-09,7.67,8.06,8.15,7.67,25403,20539743.0,6.23,4.54,0.35,2.09
2021-02-10,8.12,8.1,8.21,7.97,18481,15238507.0,2.98,0.5,0.04,1.52
2021-02-18,8.21,8.35,8.41,8.14,22834,19350696.0,3.33,3.09,0.25,1.88
2021-02-19,8.31,8.79,8.82,8.31,29545,25849665.0,6.11,5.27,0.44,2.43
2021-02-22,8.76,8.85,9.16,8.73,37029,33900757.0,4.89,0.68,0.06,3.04
2021-02-23,8.84,8.85,9.01,8.76,22494,20291336.0,2.82,0.0,0.0,1.85
2021-02-24,8.9,9.01,9.11,8.9,23081,21112847.0,2.37,1.81,0.16,1.9
2021-02-25,9.1,8.83,9.18,8.81,22834,20661222.0,4.11,-2.0,-0.18,1.88
2021-02-26,8.74,8.97,9.11,8.68,29230,26705944.0,4.87,1.59,0.14,2.4
2021-03-01,9.06,9.2,9.24,9.06,25201,23446179.0,2.01,2.56,0.23,2.07
2021-03-02,9.2,9.19,9.28,9.06,19049,17666959.0,2.39,-0.11,-0.01,1.56
2021-03-03,9.11,9.27,9.34,9.11,17493,16416592.0,2.5,0.87,0.08,1.44
2021-03-04,9.34,9.13,9.36,9.12,22428,21025792.0,2.59,-1.51,-0.14,1.84
2021-03-05,9.15,9.28,9.36,9.14,20305,19167069.0,2.41,1.64,0.15,1.67
