日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2021-06-22,28.56,34.75,41.29,27.14,143900,626735568.0,252.23,519.43,29.14,72.27
2021-06-23,30.57,29.13,31.91,28.71,116211,490599344.0,9.21,-16.17,-5.62,58.36
2021-06-24,27.8,33.51,34.06,27.8,126402,567620256.0,21.49,15.04,4.38,63.48
2021-06-25,30.21,31.13,32.36,28.72,94930,406191280.0,10.86,-7.1,-2.38,47.67
2021-06-28,29.8,28.15,30.33,27.74,76653,307801408.0,8.32,-9.57,-2.98,38.5
2021-06-29,27.17,25.29,27.26,25.16,77094,281809344.0,7.46,-10.16,-2.86,38.72
2021-06-30,25.44,24.69,25.44,24.33,52822,183370034.0,4.39,-2.37,-0.6,26.53
2021-07-01,24.51,24.51,25.19,23.79,48859,167858438.0,5.67,-0.73,-0.18,24.54
2021-07-02,24.57,24.8,25.18,23.91,41042,141957891.0,5.18,1.18,0.29,20.61
2021-07-05,24.57,23.71,24.57,23.58,36170,121979506.0,3.99,-4.4,-1.09,18.16
2021-07-06,23.61,25.22,25.76,23.61,56478,196684111.0,9.07,6.37,1.51,28.36
2021-07-07,24.72,25.82,26.61,24.54,61754,223502978.0,8.21,2.38,0.6,31.01
2021-07-08,25.11,24.56,25.47,24.02,47436,163003335.0,5.62,-4.88,-1.26,23.82
2021-07-09,24.16,24.14,24.41,24.03,22074,75072105.0,1.55,-1.71,-0.42,11.09
2021-07-12,23.96,24.21,24.34,23.96,21220,72259104.0,1.57,0.29,0.07,10.66
2021-07-13,24.21,25.0,25.06,24.09,37648,131316515.0,4.01,3.26,0.79,18.91
2021-07-14,24.77,24.09,24.77,24.08,29620,101714589.0,2.76,-3.64,-0.91,14.88
2021-07-15,24.09,25.21,25.36,23.93,44437,155164371.0,5.94,4.65,1.12,22.32
2021-07-16,24.95,24.66,25.86,24.57,37161,131419173.0,5.12,-2.18,-0.55,18.66
2021-07-19,24.48,23.8,24.48,23.66,24233,81630312.0,3.33,-3.49,-0.86,12.17
2021-07-20,23.86,22.8,23.94,22.64,27175,87906178.0,5.46,-4.2,-1.0,13.65
2021-07-21,22.79,22.96,23.29,22.68,17822,57669158.0,2.68,0.7,0.16,8.95
2021-07-22,23.04,22.11,23.04,22.07,25324,79390507.0,4.22,-3.7,-0.85,12.72
2021-07-23,22.26,20.77,22.26,20.7,27179,81461115.0,7.06,-6.06,-1.34,13.65
2021-07-26,20.59,21.23,21.41,20.58,22013,65215479.0,4.0,2.21,0.46,11.06
2021-07-27,21.5,20.33,21.84,20.26,19363,57316416.0,7.44,-4.24,-0.9,9.72
2021-07-28,19.86,19.34,20.05,18.52,18752,51134507.0,7.53,-4.87,-0.99,9.42
2021-07-29,19.35,19.82,20.06,19.35,16450,45941247.0,3.67,2.48,0.48,8.26
2021-07-30,19.72,23.81,23.81,19.71,78123,255115678.0,20.69,20.13,3.99,39.23
2021-08-02,24.24,25.54,27.61,22.94,100289,349137664.0,19.61,7.27,1.73,50.37
2021-08-03,24.41,24.13,24.64,23.43,60754,204709792.0,4.74,-5.52,-1.41,30.51
2021-08-04,23.98,24.71,25.57,23.64,56015,195170988.0,8.0,2.4,0.58,28.13
2021-08-05,24.14,25.49,25.9,23.44,56606,197259937.0,9.96,3.16,0.78,28.43
2021-08-06,25.21,24.69,25.24,24.16,35760,124345754.0,4.24,-3.14,-0.8,17.96
2021-08-09,24.91,25.09,25.49,23.97,37232,130269634.0,6.16,1.62,0.4,18.7
2021-08-10,24.85,26.24,27.56,24.85,63353,234130244.0,10.8,4.58,1.15,31.82
2021-08-11,25.75,27.5,28.34,25.01,72353,272955888.0,12.69,4.8,1.26,36.34
2021-08-12,26.99,27.26,27.54,26.42,47938,181393250.0,4.07,-0.87,-0.24,24.07
2021-08-13,26.92,25.32,27.91,25.27,48293,180131054.0,9.68,-7.12,-1.94,24.25
2021-08-16,24.74,25.93,26.03,24.13,41862,147399493.0,7.5,2.41,0.61,21.02
2021-08-17,25.57,27.47,28.19,25.29,79172,304436416.0,11.18,5.94,1.54,39.76
2021-08-18,27.15,26.78,31.14,26.72,78427,314689392.0,16.09,-2.51,-0.69,39.39
2021-08-19,26.47,28.68,28.9,25.57,73594,284114032.0,12.43,7.09,1.9,36.96
2021-08-20,27.47,27.01,28.27,26.84,55019,212426382.0,4.99,-5.82,-1.67,27.63
2021-08-23,26.79,27.06,27.06,25.75,43974,163091306.0,4.85,0.19,0.05,22.08
2021-08-24,27.06,25.95,27.8,25.84,40603,151853946.0,7.24,-4.1,-1.11,20.39
2021-08-25,25.86,24.58,25.9,24.55,38774,136164568.0,5.2,-5.28,-1.37,19.47
2021-08-26,24.5,23.22,25.04,23.21,41066,138335997.0,7.45,-5.53,-1.36,20.62
2021-08-27,22.72,22.49,23.64,22.47,27732,89069629.0,5.04,-3.14,-0.73,13.93
2021-08-30,22.4,23.2,23.29,22.26,23369,75501961.0,4.58,3.16,0.71,11.74
2021-08-31,23.2,21.61,23.49,21.4,31635,98828841.0,9.01,-6.85,-1.59,15.89
2021-09-01,21.51,22.03,22.09,21.36,19730,60567301.0,3.38,1.94,0.42,9.91
2021-09-02,21.99,23.81,23.84,21.77,42133,137991485.0,9.4,8.08,1.78,21.16
2021-09-03,23.43,23.69,25.21,23.09,40431,137875323.0,8.9,-0.5,-0.12,20.3
2021-09-06,23.79,24.27,26.04,23.79,34693,120394432.0,9.5,2.45,0.58,17.42
2021-09-07,23.71,24.04,24.39,23.56,23264,78260635.0,3.42,-0.95,-0.23,11.68
2021-09-08,24.04,24.67,25.21,23.67,27248,94045788.0,6.41,2.62,0.63,13.68
2021-09-09,24.36,23.43,24.45,23.36,24489,81643370.0,4.42,-5.03,-1.24,12.3
2021-09-10,23.44,26.49,26.99,23.44,67867,242547174.0,15.15,13.06,3.06,34.08
2021-09-13,25.59,27.43,28.43,25.25,75087,282802688.0,12.0,3.55,0.94,37.71
2021-09-14,28.21,28.21,29.14,26.51,63927,250247717.0,9.59,2.84,0.78,32.1
2021-09-15,27.11,27.06,27.88,26.57,43045,164683641.0,4.64,-4.08,-1.15,21.62
2021-09-16,26.66,29.57,30.21,26.5,69515,275914832.0,13.71,9.28,2.51,34.91
2021-09-17,28.79,28.29,30.61,27.72,51843,212118492.0,9.77,-4.33,-1.28,26.04
2021-09-22,27.71,28.4,29.77,26.84,38877,153741572.0,10.36,0.39,0.11,19.52
2021-09-23,28.43,25.79,28.79,25.64,46331,174229717.0,11.09,-9.19,-2.61,23.27
2021-09-24,25.79,30.97,30.97,25.21,84876,351283168.0,22.33,20.09,5.18,42.63
2021-09-27,30.97,32.76,36.96,29.54,116228,522199744.0,23.96,5.78,1.79,58.37
2021-09-28,32.08,31.21,33.03,30.1,71704,314755936.0,8.94,-4.73,-1.55,36.01
2021-09-29,30.11,27.92,30.23,27.72,56185,227988602.0,8.04,-10.54,-3.29,28.22
2021-09-30,28.37,29.21,30.19,27.29,55254,223737657.0,10.39,4.62,1.29,27.75
2021-10-08,29.21,27.71,29.61,27.23,44544,176190190.0,8.15,-5.14,-1.5,22.37
2021-10-11,27.76,26.93,27.86,25.72,31716,118899021.0,7.72,-2.81,-0.78,15.93
2021-10-12,26.96,25.96,27.16,25.33,30885,112899818.0,6.8,-3.6,-0.97,15.51
2021-10-13,25.79,26.09,26.36,25.44,27147,99433428.0,3.54,0.5,0.13,13.63
2021-10-14,26.0,26.97,26.97,24.16,47795,173325858.0,10.77,3.37,0.88,24.0
2021-10-15,26.96,25.6,26.99,25.59,28937,106008925.0,5.19,-5.08,-1.37,14.53
2021-10-18,25.41,25.84,26.54,25.32,20618,75315280.0,4.77,0.94,0.24,10.35
2021-10-19,25.64,27.34,27.4,25.64,45985,172551710.0,6.81,5.8,1.5,23.09
2021-10-20,26.9,27.64,27.96,26.79,37824,146367784.0,4.28,1.1,0.3,19.0
2021-10-21,27.66,29.3,29.54,27.18,56659,228750499.0,8.54,6.01,1.66,28.45
2021-10-22,28.69,28.56,30.2,28.16,40351,164231557.0,6.96,-2.53,-0.74,20.26
