日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2021-01-04,7.6,7.79,7.85,7.4,281665,222226060.0,5.98,3.59,0.27,4.73
2021-01-05,7.81,7.58,7.82,7.36,274830,213215690.0,5.91,-2.7,-0.21,4.62
2021-01-06,7.51,7.2,7.66,7.15,272661,204447440.0,6.73,-5.01,-0.38,4.58
2021-01-07,7.19,7.26,7.45,7.11,270614,202650617.0,4.72,0.83,0.06,4.55
2021-01-08,7.3,7.29,7.42,7.07,251533,187111507.0,4.82,0.41,0.03,4.23
2021-01-11,7.09,6.71,7.09,6.68,255936,179872121.0,5.62,-7.96,-0.58,4.3
2021-01-12,6.67,6.66,6.78,6.57,158346,108545391.0,3.13,-0.75,-0.05,2.66
2021-01-13,6.69,6.46,6.78,6.39,183815,124657727.0,5.86,-3.0,-0.2,3.09
2021-01-14,6.41,6.49,6.56,6.3,142870,94993082.0,4.02,0.46,0.03,2.4
2021-01-15,6.57,6.55,6.62,6.44,138054,93143223.0,2.77,0.92,0.06,2.32
2021-01-18,6.58,6.59,6.72,6.58,118058,80675971.0,2.14,0.61,0.04,1.98
2021-01-19,6.58,6.6,6.67,6.5,125745,85131100.0,2.58,0.15,0.01,2.11
2021-01-20,6.55,6.63,6.68,6.54,110322,75016513.0,2.12,0.45,0.03,1.85
2021-01-21,6.6,6.87,6.96,6.53,197027,138260489.0,6.49,3.62,0.24,3.31
2021-01-22,6.86,6.78,6.94,6.72,133506,93671025.0,3.2,-1.31,-0.09,2.24
2021-01-25,6.7,6.58,6.86,6.55,128391,88406658.0,4.57,-2.95,-0.2,2.16
2021-01-26,6.58,6.59,6.84,6.55,109112,75031960.0,4.41,0.15,0.01,1.83
2021-01-27,6.57,6.79,6.89,6.46,168958,116293442.0,6.53,3.03,0.2,2.84
2021-01-28,6.63,6.46,6.78,6.4,153717,104452456.0,5.6,-4.86,-0.33,2.58
2021-01-29,6.43,6.19,6.46,5.91,221265,139587407.0,8.51,-4.18,-0.27,3.72
2021-02-01,6.09,6.31,6.54,6.09,158051,103832381.0,7.27,1.94,0.12,2.65
2021-02-02,6.22,6.22,6.4,6.14,92359,59023939.0,4.12,-1.43,-0.09,1.55
2021-02-03,6.19,6.08,6.19,6.0,98002,61502669.0,3.05,-2.25,-0.14,1.65
2021-02-04,6.03,6.11,6.2,5.83,120484,74749808.0,6.09,0.49,0.03,2.02
2021-02-05,6.1,6.19,6.4,6.03,144872,93468370.0,6.06,1.31,0.08,2.43
2021-02-08,6.26,6.26,6.4,6.09,103557,66958226.0,5.01,1.13,0.07,1.74
2021-02-09,6.26,6.6,6.67,6.23,156858,105632713.0,7.03,5.43,0.34,2.63
2021-02-10,6.59,6.55,6.65,6.48,111856,75463655.0,2.58,-0.76,-0.05,1.88
2021-02-18,6.95,7.18,7.22,6.77,285723,205292782.0,6.87,9.62,0.63,4.8
2021-02-19,7.1,7.25,7.33,6.9,312293,229016135.0,5.99,0.97,0.07,5.25
2021-02-22,7.5,7.72,8.0,7.36,437444,346741200.0,8.83,6.48,0.47,7.35
2021-02-23,7.51,7.51,7.71,7.34,272545,210844306.0,4.79,-2.72,-0.21,4.58
2021-02-24,7.42,7.3,7.64,7.23,195306,148415912.0,5.46,-2.8,-0.21,3.28
2021-02-25,7.51,7.35,7.58,7.2,212189,161338235.0,5.21,0.68,0.05,3.56
2021-02-26,7.2,7.38,7.63,7.08,232137,175503693.0,7.48,0.41,0.03,3.9
