日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率,MA5,MA10,MA30,MA60
2021-01-04,4.58,4.59,4.66,4.57,29705,13709162.0,1.97,0.22,0.01,0.88,,,,
2021-01-05,4.59,4.5,4.59,4.48,37087,16797840.0,2.4,-1.96,-0.09,1.09,,,,
2021-01-06,4.49,4.39,4.5,4.37,29166,12905444.0,2.89,-2.44,-0.11,0.86,,,,
2021-01-07,4.39,4.21,4.4,4.19,36253,15529741.0,4.78,-4.1,-0.18,1.07,,,,
2021-01-08,4.23,4.23,4.28,4.11,15202,6412713.0,4.04,0.48,0.02,0.45,4.384,,,
2021-01-11,4.3,4.05,4.3,4.03,22240,9182024.0,6.38,-4.26,-0.18,0.66,4.276,,,
2021-01-12,4.06,4.07,4.12,4.02,14508,5922758.0,2.47,0.49,0.02,0.43,4.1899999999999995,,,
2021-01-13,4.04,4.1,4.29,3.95,26381,10722973.0,8.35,0.74,0.03,0.78,4.132,,,
2021-01-14,4.09,4.07,4.12,3.99,12747,5197566.0,3.17,-0.73,-0.03,0.38,4.104000000000001,,,
2021-01-15,4.07,4.12,4.16,4.07,13315,5498402.0,2.21,1.23,0.05,0.39,4.081999999999999,4.233,,
2021-01-18,4.13,4.2,4.24,4.07,13296,5574200.0,4.13,1.94,0.08,0.39,4.112,4.194,,
2021-01-19,4.2,4.25,4.28,4.19,13908,5924598.0,2.14,1.19,0.05,0.41,4.148000000000001,4.169,,
2021-01-20,4.26,4.3,4.31,4.18,24732,10556233.0,3.06,1.18,0.05,0.73,4.188,4.16,,
2021-01-21,4.28,4.25,4.32,4.23,16609,7100531.0,2.09,-1.16,-0.05,0.49,4.223999999999999,4.164,,
2021-01-22,4.27,4.39,4.68,4.22,80078,35806714.0,10.82,3.29,0.14,2.36,4.2780000000000005,4.18,,
2021-01-25,4.24,4.47,4.82,4.19,91290,40968436.0,14.35,1.82,0.08,2.69,4.331999999999999,4.2219999999999995,,
2021-01-26,4.4,4.37,4.67,4.15,79699,34878957.0,11.63,-2.24,-0.1,2.35,4.356,4.252000000000001,,
2021-01-27,4.32,4.81,4.81,4.21,95908,44460949.0,13.73,10.07,0.44,2.83,4.458,4.3229999999999995,,
2021-01-28,4.84,4.67,5.29,4.63,199386,101706586.0,13.72,-2.91,-0.14,5.88,4.542,4.383,,
2021-01-29,4.66,4.2,4.66,4.2,145816,62705947.0,9.85,-10.06,-0.47,4.3,4.504,4.391,,
2021-02-01,4.0,3.82,4.04,3.82,74992,29498904.0,5.24,-9.05,-0.38,2.21,4.374,4.353,,
2021-02-02,3.85,3.75,3.88,3.74,33309,12690628.0,3.66,-1.83,-0.07,0.98,4.25,4.303,,
2021-02-03,3.75,3.79,3.87,3.7,31532,11992155.0,4.53,1.07,0.04,0.93,4.045999999999999,4.252000000000001,,
2021-02-04,3.77,3.67,3.81,3.59,40822,15157765.0,5.8,-3.17,-0.12,1.2,3.846,4.194,,
2021-02-05,3.69,3.67,3.74,3.65,26545,9830345.0,2.45,0.0,0.0,0.78,3.7399999999999998,4.122,,
2021-02-08,3.68,3.71,3.79,3.67,10444,3899426.0,3.27,1.09,0.04,0.31,3.718,4.046,,
2021-02-09,3.67,3.72,3.75,3.67,22728,8484577.0,2.16,0.27,0.01,0.67,3.7120000000000006,3.9809999999999994,,
2021-02-10,3.73,3.74,3.74,3.7,12250,4574957.0,1.08,0.54,0.02,0.36,3.7019999999999995,3.874,,
2021-02-18,3.76,3.88,3.9,3.76,20046,7715064.0,3.74,3.74,0.14,0.59,3.7439999999999998,3.7950000000000004,,
2021-02-19,3.85,4.01,4.04,3.79,53005,20769135.0,6.44,3.35,0.13,1.56,3.812,3.776,4.133333333333334,
2021-02-22,3.99,4.03,4.2,3.94,68924,28090552.0,6.48,0.5,0.02,2.03,3.8760000000000003,3.7969999999999997,4.1146666666666665,
2021-02-23,3.97,3.97,4.06,3.94,43365,17347124.0,2.98,-1.49,-0.06,1.28,3.9259999999999997,3.819,4.0969999999999995,
2021-02-24,3.96,3.97,4.03,3.92,38680,15427026.0,2.77,0.0,0.0,1.14,3.972,3.8369999999999997,4.083,
2021-02-25,3.98,3.91,3.99,3.9,33370,13156387.0,2.27,-1.51,-0.06,0.98,3.978,3.8610000000000007,4.0729999999999995,
2021-02-26,3.89,3.97,3.99,3.84,35193,13895996.0,3.84,1.53,0.06,1.04,3.97,3.8910000000000005,4.064333333333333,
2021-03-01,3.97,4.07,4.11,3.97,47283,19144133.0,3.53,2.52,0.1,1.39,3.978,3.9270000000000005,4.065,
2021-03-02,4.05,4.05,4.09,4.0,22847,9273603.0,2.21,-0.49,-0.02,0.67,3.9939999999999998,3.96,4.064333333333333,
2021-03-03,4.04,4.06,4.12,4.0,62298,25238692.0,2.96,0.25,0.01,1.84,4.0120000000000005,3.992,4.063,
2021-03-04,4.05,4.08,4.17,4.05,47689,19657390.0,2.96,0.49,0.02,1.41,4.046,4.012,4.0633333333333335,
2021-03-05,4.08,4.13,4.14,4.06,25078,10352130.0,1.96,1.23,0.05,0.74,4.077999999999999,4.024,4.063666666666666,
2021-03-08,4.14,4.1,4.17,4.06,27234,11265413.0,2.66,-0.73,-0.03,0.8,4.0840000000000005,4.031,4.060333333333333,
2021-03-09,4.11,4.02,4.12,3.92,25481,10284621.0,4.88,-1.95,-0.08,0.75,4.078,4.036,4.052666666666666,
2021-03-10,4.02,3.9,4.09,3.89,27038,10733026.0,4.98,-2.99,-0.12,0.8,4.045999999999999,4.029,4.039333333333333,
2021-03-11,3.89,3.96,3.97,3.84,21731,8530644.0,3.33,1.54,0.06,0.64,4.022,4.034,4.0296666666666665,
2021-03-12,3.95,3.98,4.02,3.9,20217,8013097.0,3.03,0.51,0.02,0.6,3.992,4.034999999999999,4.016,
2021-03-15,3.99,3.99,4.04,3.95,15027,6007251.0,2.26,0.25,0.01,0.44,3.9699999999999998,4.026999999999999,4.0,
2021-03-16,3.97,4.07,4.11,3.96,27513,11211852.0,3.76,2.01,0.08,0.81,3.9799999999999995,4.029,3.99,
2021-03-17,4.08,4.1,4.13,4.05,22595,9278557.0,1.97,0.74,0.03,0.67,4.0200000000000005,4.0329999999999995,3.966333333333333,
2021-03-18,4.1,4.07,4.12,4.05,23566,9653048.0,1.71,-0.73,-0.03,0.7,4.042,4.032,3.946333333333333,
2021-03-19,4.05,4.09,4.15,4.03,22501,9252188.0,2.95,0.49,0.02,0.66,4.064,4.028,3.9426666666666668,
2021-03-22,4.1,4.14,4.14,4.05,22551,9306539.0,2.2,1.22,0.05,0.67,4.093999999999999,4.032,3.953333333333333,
2021-03-23,4.14,4.06,4.15,4.03,21014,8575945.0,2.9,-1.93,-0.08,0.62,4.0920000000000005,4.036,3.9636666666666667,
2021-03-24,4.03,4.01,4.09,4.0,18495,7478461.0,2.22,-1.23,-0.05,0.55,4.074,4.047,3.9710000000000005,
2021-03-25,4.0,3.99,4.07,3.96,26907,10813508.0,2.74,-0.5,-0.02,0.79,4.058,4.05,3.981666666666667,
2021-03-26,4.0,4.04,4.05,3.99,16142,6512674.0,1.5,1.25,0.05,0.48,4.048,4.056,3.9939999999999998,
2021-03-29,4.04,4.08,4.08,3.98,22575,9146695.0,2.48,0.99,0.04,0.67,4.036,4.0649999999999995,4.006333333333333,
2021-03-30,4.04,4.15,4.28,4.03,112898,47081687.0,6.13,1.72,0.07,3.33,4.054,4.073,4.020666666666666,
2021-03-31,4.24,4.07,4.24,4.02,75110,30787637.0,5.3,-1.93,-0.08,2.22,4.066000000000001,4.07,4.031666666666667,
2021-04-01,4.04,3.99,4.07,3.98,51772,20825623.0,2.21,-1.97,-0.08,1.53,4.066,4.061999999999999,4.035333333333333,
2021-04-02,3.98,3.99,4.01,3.95,28939,11562277.0,1.5,0.0,0.0,0.85,4.056,4.0520000000000005,4.034666666666666,4.084
2021-04-06,4.0,4.08,4.1,3.96,41889,16991216.0,3.51,2.26,0.09,1.24,4.056,4.046,4.036333333333333,4.0755
2021-04-07,4.08,4.11,4.13,4.06,34075,13996095.0,1.72,0.74,0.03,1.01,4.048,4.051,4.041,4.069
2021-04-08,4.11,4.02,4.13,4.02,24096,9826810.0,2.68,-2.19,-0.09,0.71,4.038,4.0520000000000005,4.042666666666666,4.062833333333334
2021-04-09,4.02,4.02,4.04,3.98,18811,7567368.0,1.49,0.0,0.0,0.55,4.0440000000000005,4.055,4.046333333333333,4.059666666666667
2021-04-12,4.03,4.0,4.06,3.99,19087,7690712.0,1.74,-0.5,-0.02,0.56,4.046,4.051,4.0473333333333334,4.055833333333334
2021-04-13,4.0,4.11,4.4,3.97,100961,42410607.0,10.75,2.75,0.11,2.98,4.052,4.054,4.048666666666667,4.0568333333333335
2021-04-14,4.09,4.22,4.25,4.08,87781,36692984.0,4.14,2.68,0.11,2.59,4.074,4.061,4.054333333333333,4.059333333333333
2021-04-15,4.17,4.19,4.33,4.14,63544,27023965.0,4.5,-0.71,-0.03,1.87,4.108,4.073,4.058666666666666,4.060833333333333
2021-04-16,4.19,4.35,4.37,4.14,74970,32398466.0,5.49,3.82,0.16,2.21,4.1739999999999995,4.109,4.067666666666667,4.065499999999999
2021-04-19,4.34,4.35,4.43,4.31,52755,23084447.0,2.76,0.0,0.0,1.56,4.244,4.1450000000000005,4.075,4.069333333333334
2021-04-20,4.35,4.33,4.41,4.3,34213,14910534.0,2.53,-0.46,-0.02,1.01,4.287999999999999,4.17,4.082666666666666,4.0714999999999995
2021-04-21,4.34,4.29,4.44,4.28,34126,14845462.0,3.7,-0.92,-0.04,1.01,4.3020000000000005,4.188000000000001,4.091666666666667,4.072166666666666
2021-04-22,4.34,4.3,4.39,4.25,28596,12346735.0,3.26,0.23,0.01,0.84,4.324,4.215999999999999,4.1049999999999995,4.072166666666666
2021-04-23,4.32,4.19,4.32,4.18,28564,12050677.0,3.26,-2.56,-0.11,0.84,4.292,4.2330000000000005,4.112666666666667,4.071166666666667
2021-04-26,4.23,4.14,4.24,4.12,24326,10181376.0,2.86,-1.19,-0.05,0.72,4.25,4.247,4.117999999999999,4.067
2021-04-27,4.14,4.09,4.14,4.02,26720,10898705.0,2.9,-1.21,-0.05,0.79,4.202,4.245,4.121333333333333,4.060666666666666
2021-04-28,4.07,4.06,4.14,4.02,21778,8891432.0,2.93,-0.73,-0.03,0.64,4.156,4.229,4.1209999999999996,4.055499999999999
2021-04-29,4.03,4.05,4.11,4.02,27051,11035646.0,2.22,-0.25,-0.01,0.8,4.106,4.215,4.1193333333333335,4.042833333333333
2021-04-30,4.05,4.01,4.07,3.97,28822,11578089.0,2.47,-0.99,-0.04,0.85,4.07,4.180999999999999,4.117333333333334,4.031833333333333
2021-05-06,3.99,4.04,4.06,3.98,20552,8285331.0,2.0,0.75,0.03,0.61,4.05,4.1499999999999995,4.115666666666667,4.029166666666667
2021-05-07,4.07,4.03,4.09,4.02,17510,7099049.0,1.73,-0.25,-0.01,0.52,4.037999999999999,4.119999999999999,4.112,4.032666666666667
2021-05-10,4.02,4.13,4.14,4.02,23948,9830566.0,2.98,2.48,0.1,0.71,4.0520000000000005,4.104,4.114333333333333,4.039
