code,name,总市值,流通市值,行业,总股本,流通股
600388,龙净环保,12930033046.320002,12930033046.320002,环保行业,1081106442.0,1081106442.0
600389,江山股份,6365007000.0,6365007000.0,农药兽药,430650000.0,430650000.0
600390,五矿资本,18532029691.08,18532029691.08,多元金融,4498065459.0,4498065459.0
600391,航发科技,5011363791.059999,5011363791.059999,航天航空,330129367.0,330129367.0
600392,盛和资源,15459930347.4,15459930347.4,小金属,1752826570.0,1752826570.0
600395,盘江股份,12858283115.060001,12858283115.060001,煤炭行业,2146624894.0,2146624894.0
600396,金山股份,4064670814.9199996,4064670814.9199996,电力行业,1472706817.0,1472706817.0
600397,安源煤业,1821526182.88,1821526182.88,煤炭行业,989959882.0,989959882.0
600398,海澜之家,43657181990.64,43657181990.64,纺织服装,4802770296.0,4802770296.0
600399,抚顺特钢,11339575000.0,11339575000.0,钢铁行业,1972100000.0,1972100000.0
600400,红豆股份,5144320948.4800005,5132672948.4800005,纺织服装,2296571852.0,2291371852.0
600403,大有能源,6431285361.38,6431285361.38,煤炭行业,2390812402.0,2390812402.0
600405,动力源,2019455385.2,2019455385.2,电源设备,553275448.0,553275448.0
600406,国电南瑞,195679594540.08,194502047633.04,电网设备,8032824078.0,7984484714.0
600408,安泰集团,1610880000.0,1610880000.0,煤炭行业,1006800000.0,1006800000.0
600409,三友化工,10631399657.2,10631399657.2,化学原料,2064349448.0,2064349448.0
600410,华胜天成,4375013785.17,4375013785.17,互联网服务,1096494683.0,1096494683.0
600415,小商品城,42174529813.44,42060685899.94,商业百货,5484334176.0,5469530026.0
600416,湘电股份,13439621352.300001,11319169141.800001,电机,1325406445.0,1116288870.0
600418,江淮汽车,34660235383.17,34660235383.17,汽车整车,2184009791.0,2184009791.0
600419,天润乳业,2615954309.82,2615954309.82,食品饮料,320190246.0,320190246.0
600420,国药现代,14350547804.4,12797948047.699999,化学制药,1341172692.0,1196069911.0
600421,华嵘控股,1312476000.0,1312476000.0,通用设备,195600000.0,195600000.0
600422,昆药集团,13991466664.56,13988911989.36,中药,757113997.0,756975757.0
600423,柳化股份,1876933311.1000001,1876933311.1000001,化学原料,798695026.0,798695026.0
600425,青松建化,5311569270.17,4563795184.66,水泥建材,1604703707.0,1378790086.0
600426,华鲁恒升,57159774373.08,56946925389.920006,化学原料,2123319999.0,2115413276.0
600428,中远海特,13116036210.810001,13116036210.810001,航运港口,2146650771.0,2146650771.0
600429,三元股份,5734868963.4,5690718218.8,食品饮料,1509176043.0,1497557426.0
600433,冠豪高新,4888420491.66,3870601045.71,造纸印刷,1830869098.0,1449663313.0
600435,北方导航,13159460094.72,13159460094.72,通信设备,1502221472.0,1502221472.0
600436,片仔癀,129351209824.0,129351209824.0,中药,603317210.0,603317210.0
600438,通威股份,89544333887.19,89544333887.19,光伏设备,4501977571.0,4501977571.0
600439,瑞贝卡,2467728259.2000003,2467728259.2000003,家用轻工,1131985440.0,1131985440.0
600444,国机通用,1789276009.0400002,1789276009.0400002,专用设备,146421932.0,146421932.0
600446,金证股份,9734993551.5,9734993551.5,互联网服务,945145005.0,945145005.0
600448,华纺股份,1234446537.52,1234446537.52,纺织服装,629819662.0,629819662.0
600449,宁夏建材,5719045262.320001,5719045262.320001,水泥建材,478181042.0,478181042.0
600452,涪陵电力,14322763276.650002,14322763276.650002,电力行业,1097529753.0,1097529753.0
600455,博通股份,915634280.0,915634280.0,教育,62458000.0,62458000.0
600456,宝钛股份,12383993810.880001,12383993810.880001,小金属,477777539.0,477777539.0
600458,时代新材,8327835335.2,8108261335.2,风电设备,824538152.0,802798152.0
600459,贵研铂业,10437169912.4,10258548518.960001,小金属,760726670.0,747707618.0
600460,士兰微,29437430938.050003,29437430938.050003,半导体,1664071845.0,1664071845.0
600461,洪城环境,14601042743.76,13573759886.28,公用事业,1229044002.0,1142572381.0
600462,*ST九有,771350000.0,750581250.0,通信设备,617080000.0,600465000.0
600463,空港股份,2316000000.0,2316000000.0,房地产开发,300000000.0,300000000.0
600467,好当家,2133051683.84,2133051683.84,农牧饲渔,1460994304.0,1460994304.0
600468,百利电气,4818667472.03,4818667472.03,电网设备,1087735321.0,1087735321.0
600469,风神股份,4318349156.32,4318349156.32,橡胶制品,729450871.0,729450871.0
600470,六国化工,2039456000.0,2039456000.0,化肥行业,521600000.0,521600000.0
600475,华光环能,8257052282.5,8184870268.75,电源设备,943663118.0,935413745.0
600476,湘邮科技,1955389800.0,1955389800.0,互联网服务,161070000.0,161070000.0
600477,杭萧钢构,5662175653.280001,5661829098.5,水泥建材,2369111152.0,2368966150.0
600478,科力远,6428987935.76,6428987935.76,电子元件,1665540916.0,1665540916.0
600479,千金药业,4409570016.8,4352474016.8,中药,423997117.0,418507117.0
600480,凌云股份,9574273813.8,9334707873.8,汽车零部件,940498410.0,916965410.0
600481,双良节能,9072785792.55,9072785792.55,光伏设备,1870677483.0,1870677483.0
600482,中国动力,41028446547.799995,41028446547.799995,船舶制造,2189351470.0,2189351470.0
600483,福能股份,28911303339.159996,28911303339.159996,电力行业,2560788604.0,2560788604.0
600486,扬农化工,23057470624.260002,22858763172.46,农药兽药,406370649.0,402868579.0
600487,亨通光电,37617703519.25,37617703519.25,通信设备,2466734657.0,2466734657.0
600488,津药药业,3850643033.6,3843441113.6,化学制药,1093932680.0,1091886680.0
600489,中金黄金,70092139675.44,70092139675.44,贵金属,4847312564.0,4847312564.0
600490,鹏欣资源,5886279630.14,5300372886.76,有色金属,2212887079.0,1992621386.0
600491,龙元建设,4252727114.8999996,4252727114.8999996,工程建设,1529757955.0,1529757955.0
600493,凤竹纺织,1199520000.0,1199520000.0,纺织服装,272000000.0,272000000.0
600495,晋西车轴,3854128926.34,3854128926.34,交运设备,1208190886.0,1208190886.0
600496,精工钢构,5173112954.259999,5173112954.259999,水泥建材,2012884418.0,2012884418.0
600497,驰宏锌锗,27543887382.88,27543887382.88,有色金属,5091291568.0,5091291568.0
600498,烽火通信,18386977321.68,17825939830.38,通信设备,1185491768.0,1149319138.0
600499,科达制造,16148350812.22,16148350812.22,专用设备,1917856391.0,1917856391.0
600500,中化国际,12990455406.66,12983936365.86,化学制品,3588523593.0,3586722753.0
600501,航天晨光,5659031232.0,5570731664.0,专用设备,431328600.0,424598450.0
600502,XD安徽建,7432591951.54,7432591951.54,工程建设,1716533938.0,1716533938.0
600503,华丽家族,2916167800.0,2916167800.0,房地产开发,1602290000.0,1602290000.0
600505,西昌电力,4094093025.0,4094093025.0,电力行业,364567500.0,364567500.0
600506,统一股份,2361832888.2000003,1816794537.9,石油行业,192018934.0,147706873.0
600507,方大特钢,9044513665.24,8975169013.199999,钢铁行业,2331060223.0,2313187890.0
600508,上海能源,9951826860.0,9951826860.0,煤炭行业,722718000.0,722718000.0
600509,天富能源,7557098686.360001,7557098686.360001,电力行业,1379032607.0,1379032607.0
600510,黑牡丹,3964532841.81,3932016991.17,房地产开发,1040559801.0,1032025457.0
600511,国药股份,23615943837.4,17319743071.2,医药商业,754502998.0,553346424.0
600512,腾达建设,3117860522.4,3095440067.85,工程建设,1598902832.0,1587405163.0
600513,联环药业,2343595976.7000003,2343595976.7000003,化学制药,285456270.0,285456270.0
600515,海南机场,36332484534.36,29179719775.440002,航空机场,11425309602.0,9176012508.0
600516,方大炭素,17674009915.52,17674009915.52,非金属材料,4025970368.0,4025970368.0
600517,国网英大,24875195486.399998,24875195486.399998,电网设备,5718435744.0,5718435744.0
600518,ST康美,24400405374.4,23958753464.8,中药,13863866690.0,13612928105.0
600519,贵州茅台,1870754887716.0,1870754887716.0,酿酒行业,1256197800.0,1256197800.0
600520,文一科技,2419226100.0,2419226100.0,专用设备,158430000.0,158430000.0
600521,华海药业,25770893326.78,25770893326.78,化学制药,1466755454.0,1466755454.0
600522,中天科技,52286388668.64,52286388668.64,通信设备,3412949652.0,3412949652.0
600523,贵航股份,4071414992.4,4068729323.4,汽车零部件,404311320.0,404044620.0
600525,长园集团,5495927335.36,5477033735.36,电网设备,1314815152.0,1310295152.0
600526,菲达环保,3344567337.8,2682830295.21,环保行业,887153140.0,711626073.0
600527,江南高纤,2528370916.92,2528370916.92,化纤行业,1731760902.0,1731760902.0
600528,中铁工业,16372835203.56,16372835203.56,交运设备,2221551588.0,2221551588.0
600529,山东药玻,16942068304.890001,16942068304.890001,医疗器械,663614113.0,663614113.0
600530,交大昂立,1867557200.0,1867557200.0,生物制品,774920000.0,774920000.0
600531,豫光金铅,6977552857.6,6977552857.6,有色金属,1090242634.0,1090242634.0
600533,栖霞建设,2068500000.0,2068500000.0,房地产开发,1050000000.0,1050000000.0
600535,天士力,19286894564.55,19286894564.55,中药,1493950005.0,1493950005.0
600536,中国软件,25163260239.52,24673287874.1,软件开发,859694576.0,842954830.0
600537,亿晶光电,3097873146.62,3065821896.62,光伏设备,1196090018.0,1183715018.0
600538,国发股份,2112519342.44,2112519342.44,农药兽药,524198348.0,524198348.0
600539,狮头股份,848700000.0,848700000.0,环保行业,230000000.0,230000000.0
600540,新赛股份,1994122972.8000002,1994122972.8000002,农牧饲渔,581376960.0,581376960.0
600543,*ST莫高,1255579200.0,1255579200.0,酿酒行业,321120000.0,321120000.0
600545,卓郎智能,2520956233.02,2520956233.02,专用设备,1787912222.0,1787912222.0
600546,山煤国际,29439473679.0,29439473679.0,煤炭行业,1982456140.0,1982456140.0
600547,山东黄金,122393031804.0,98891169973.92,贵金属,4473429525.0,3614443347.0
600548,深高速,22745434500.18,14949009500.18,铁路公路,2180770326.0,1433270326.0
600549,厦门钨业,24876722408.0,24812931182.0,小金属,1418285200.0,1414648300.0
600550,保变电气,8894582558.4,8894582558.4,电网设备,1841528480.0,1841528480.0
600551,时代出版,4922681035.139999,4922681035.139999,文化传媒,678055239.0,678055239.0
600552,凯盛科技,8917089079.359999,8917089079.359999,光学光电子,944606894.0,944606894.0
600556,天下秀,6815208610.34,6815208610.34,文化传媒,1807747642.0,1807747642.0
600557,康缘药业,9285487333.92,9232814545.92,中药,581797452.0,578497152.0
600558,大西洋,3186497150.0499997,3186497150.0499997,通用设备,897604831.0,897604831.0
600559,老白干酒,17307021640.480003,17108815720.480001,酿酒行业,914747444.0,904271444.0
600560,XD金自天,3016977795.0,3016977795.0,专用设备,223645500.0,223645500.0
600561,江西长运,1049719392.0,1049719392.0,铁路公路,284476800.0,284476800.0
600562,国睿科技,16926522359.2,16819852847.910002,通信设备,1241857840.0,1234031757.0
600563,法拉电子,17356500000.0,17356500000.0,电子元件,225000000.0,225000000.0
600565,ST迪马,2117780341.3999999,2117780341.3999999,房地产开发,2491506284.0,2491506284.0
600566,济川药业,30419619780.0,30219689280.0,中药,921806660.0,915748160.0
600567,山鹰国际,6571741322.16,6571741322.16,造纸印刷,4470572328.0,4470572328.0
600568,ST中珠,2530944494.87,2119715444.33,综合行业,1992869681.0,1669067279.0
600569,安阳钢铁,4193735223.56,4193735223.56,钢铁行业,2872421386.0,2872421386.0
600570,恒生电子,34321903323.0,34321903323.0,软件开发,1894144775.0,1894144775.0
600571,信雅达,4765773117.9800005,4554445940.66,互联网服务,466318309.0,445640503.0
600572,康恩贝,11847872040.59,11816792098.26,中药,2570037319.0,2563295466.0
600573,惠泉啤酒,2230000000.0,2230000000.0,酿酒行业,250000000.0,250000000.0
600575,淮河能源,14612341604.4,14612341604.4,物流行业,3886261065.0,3886261065.0
600576,祥源文旅,4813632169.059999,3035977978.99,旅游酒店,1067324206.0,673165849.0
600577,精达股份,8318627712.0,8318627712.0,电网设备,2079656928.0,2079656928.0
600578,京能电力,21288894827.7,21288894827.7,电力行业,6694621015.0,6694621015.0
600579,克劳斯,2874683810.61,2874683810.61,专用设备,496491159.0,496491159.0
600580,卧龙电驱,16118146672.32,16118146672.32,电机,1308291126.0,1308291126.0
600581,八一钢铁,4172100804.0000005,4138824249.0000005,钢铁行业,1545222520.0,1532897870.0
600582,天地科技,28266562132.36,28266562132.36,专用设备,4138588892.0,4138588892.0
600583,海油工程,26130206868.0,26130206868.0,采掘行业,4421354800.0,4421354800.0
600584,长电科技,56062358478.1,56062358478.1,半导体,1789414570.0,1789414570.0
600585,海螺水泥,125487485070.72,94712957070.72,水泥建材,5299302579.0,3999702579.0
600586,金晶科技,8486893800.000001,8486893800.000001,玻璃玻纤,1428770000.0,1428770000.0
600587,新华医疗,10107398522.76,9641028712.0,医疗器械,606686586.0,578693200.0
600588,用友网络,35210769997.700005,35195073312.700005,软件开发,3418521359.0,3416997409.0
600589,广东榕泰,4952874131.5,4952874131.5,互联网服务,1478469890.0,1478469890.0
600590,泰豪科技,3275019840.0,3239306968.3199997,电网设备,852869750.0,843569523.0
600592,龙溪股份,3611964281.8399997,3611964281.8399997,通用设备,399553571.0,399553571.0
600593,大连圣亚,2418864000.0,2418864000.0,旅游酒店,128800000.0,128800000.0
600594,益佰制药,2447055666.0,2447055666.0,中药,791927400.0,791927400.0
600595,中孚实业,10225207040.699999,10113568040.699999,有色金属,4009885114.0,3966105114.0
600596,新安股份,10567344893.67,10123970039.64,农药兽药,1349597049.0,1292971908.0
600597,光明乳业,11248345906.08,11248195762.08,食品饮料,1378473763.0,1378455363.0
600598,北大荒,22256552460.68,22256552460.68,农牧饲渔,1777679909.0,1777679909.0
600599,ST熊猫,1452500000.0,1452500000.0,化学制品,166000000.0,166000000.0
600600,青岛啤酒,100595871147.12,51971589199.2,酿酒行业,1364196788.0,704795080.0
600601,方正科技,11593415337.859999,11593415337.859999,电子元件,4170293287.0,4170293287.0
600602,云赛智联,15317942695.999998,12032193488.0,软件开发,1367673455.0,1074302990.0
600603,广汇物流,6398860785.2,6398860785.2,房地产开发,1230550151.0,1230550151.0
600604,市北高新,6519100717.92,4897942717.92,房地产服务,1873304804.0,1407454804.0
600605,汇通能源,5404599639.8,5404599639.8,房地产服务,206282429.0,206282429.0
600606,绿地控股,19675905639.6,19675905639.6,房地产开发,14054218314.0,14054218314.0
600608,ST沪科,637991195.54,617640595.54,贸易行业,328861441.0,318371441.0
600609,金杯汽车,4759658025.54,4759658025.54,汽车零部件,1311200558.0,1311200558.0
600610,中毅达,4467215102.85,1871190359.85,化学原料,1071274605.0,448726705.0
600611,大众交通,6643185247.84,4392918982.84,铁路公路,2364122864.0,1563316364.0
600612,老凤祥,31387065840.0,19026577800.0,珠宝首饰,523117764.0,317109630.0
600613,神奇制药,2932053237.7200003,2631466679.2200003,化学制药,534071628.0,479319978.0
600615,丰华股份,1652700265.32,1649219425.32,小金属,188020508.0,187624508.0
600616,金枫酒业,3251364057.0,3251364057.0,酿酒行业,669004950.0,669004950.0
600617,国新能源,5071018383.68,4667140783.04,燃气,1377994126.0,1268244778.0
600618,氯碱化工,10419163783.76,6756058183.76,化学原料,1156399976.0,749839976.0
600619,海立股份,5701398041.74,4174734681.42,家电行业,1077769006.0,789174798.0
600620,天宸股份,3041979610.5899997,3041979610.5899997,综合行业,686677113.0,686677113.0
600621,华鑫股份,14025088640.24,14025088640.24,证券,1060899292.0,1060899292.0
600622,光大嘉宝,2864399117.8199997,2864399117.8199997,房地产开发,1499685402.0,1499685402.0
600623,华谊集团,12660810612.12,11061448772.220001,化学原料,2131449598.0,1862196763.0
600624,复旦复华,2108912990.8,2108912990.8,综合行业,684712010.0,684712010.0
600626,申达股份,3275446774.16,2113682463.68,汽车零部件,1320744667.0,852291316.0
600628,新世界,3557814612.0,3557814612.0,商业百货,646875384.0,646875384.0
600629,华建集团,4299563248.34,4184839166.22,工程咨询服务,970556038.0,944658954.0
600630,龙头股份,3462622015.55,3462622015.55,纺织服装,424861597.0,424861597.0
600633,浙数文化,11315630875.619999,11315630875.619999,游戏,1265730523.0,1265730523.0
600635,大众公用,8030622316.000001,6579113356.0,燃气,2952434675.0,2418791675.0
600636,国新文化,3368730639.3599997,3368730639.3599997,教育,438636802.0,438636802.0
600637,东方明珠,20507588883.699997,20507588883.699997,文化传媒,3361899817.0,3361899817.0
600638,新黄浦,2619513497.54,2619513497.54,房地产开发,673396786.0,673396786.0
600639,浦东金桥,11628197571.48,8808452243.08,房地产开发,1122412893.0,850236703.0
600640,国脉文化,8681042705.4,8681042705.4,文化传媒,795695940.0,795695940.0
600641,万业企业,11232703134.4,11232703134.4,房地产开发,930629920.0,930629920.0
600642,申能股份,41014506567.880005,40768182836.68,电力行业,4894332526.0,4864938286.0
600643,爱建集团,6244401440.2,6233548051.5,多元金融,1621922452.0,1619103390.0
600644,乐山电力,3483452263.73,3483452263.73,电力行业,538400659.0,538400659.0
600645,中源协和,7772631062.9,7769662440.65,生物制品,467948890.0,467770165.0
600647,退市同达,211498196.0,211498196.0,贸易行业,139143550.0,139143550.0
600648,外高桥,10206788624.76,8403776699.76,房地产开发,1135349124.0,934791624.0
600649,城投控股,8701740180.96,8701740180.96,房地产开发,2529575634.0,2529575634.0
600650,锦江在线,3949528366.12,2796410137.0,铁路公路,551610107.0,390560075.0
600651,飞乐音响,6969537881.7,6969537881.7,光学光电子,2507028015.0,2507028015.0
600653,申华控股,2452439199.42,2452439199.42,汽车服务,1946380317.0,1946380317.0
600654,ST中安,6814701600.0,5431212745.559999,软件开发,2863320000.0,2282022162.0
600655,豫园股份,20259697395.600002,20198001798.0,珠宝首饰,3896095653.0,3884231115.0
600657,信达地产,8897861216.4,8897861216.4,房地产开发,2851878595.0,2851878595.0
600658,电子城,3780817452.1,3780817452.1,房地产服务,1118585045.0,1118585045.0
600660,福耀玻璃,124067207511.28,95221970223.28,玻璃玻纤,2609743532.0,2002986332.0
600661,昂立教育,3252329220.5,3252329220.5,教育,286548830.0,286548830.0
600662,外服控股,9339555286.5,4308251361.19,铁路公路,2283509850.0,1053362191.0
600663,陆家嘴,43797676258.7,26694499104.0,房地产开发,4812931457.0,2933461440.0
600664,哈药股份,6782240445.44,6774791566.44,化学制药,2521278976.0,2518509876.0
600665,天地源,1970199347.8799999,1970199347.8799999,房地产开发,864122521.0,864122521.0
600666,ST瑞德,3675472081.19,3218271403.55,光学光电子,2763512843.0,2419752935.0
600667,太极实业,12236964934.179998,12236964934.179998,工程建设,2106190178.0,2106190178.0
600668,尖峰集团,2776756491.96,2776756491.96,水泥建材,344083828.0,344083828.0
600671,ST目药,938915203.35,938465309.43,中药,121778885.0,121720533.0
600673,东阳光,21519062209.26,21431123598.78,综合行业,3013874259.0,3001557927.0
600674,川投能源,88864082474.44,88864082474.44,电力行业,4874606828.0,4874606828.0
600675,中华企业,15362260835.04,15362260835.04,房地产开发,6096135252.0,6096135252.0
600676,交运股份,2890065172.64,2890065172.64,汽车零部件,1028492944.0,1028492944.0
600678,四川金顶,1874076300.0,1874076300.0,水泥建材,348990000.0,348990000.0
600679,上海凤凰,4452142380.4800005,2702439141.1200004,交运设备,515294257.0,312782308.0
600681,百川能源,4545497805.900001,4541951737.08,燃气,1340854810.0,1339808772.0
600682,南京新百,6905658293.73,5976759210.75,商业百货,1346132221.0,1165060275.0
600683,京投发展,2822362644.57,2822362644.57,房地产开发,740777597.0,740777597.0
600684,珠江股份,2312878559.33,2312878559.33,房地产服务,853460723.0,853460723.0
600685,中船防务,36821841146.9,21398386465.05,船舶制造,1413506378.0,821435181.0
600686,金龙汽车,5320491834.14,5320491834.14,汽车整车,717047417.0,717047417.0
600688,上海石化,28075848325.0,19274779505.0,石油行业,10675227500.0,7328813500.0
600689,上海三毛,1362721305.54,1031944089.5400001,纺织服装,200991343.0,152204143.0
600690,海尔智家,277103053258.48,185219105921.44,家电行业,9438114893.0,6308552654.0
600691,阳煤化工,4181728235.52,4181031275.52,化肥行业,2375981952.0,2375585952.0
600692,亚通股份,1667361663.3600001,1208749850.5800002,房地产开发,351764064.0,255010517.0
600693,东百集团,2479061801.1,2476515428.7000003,商业百货,869846246.0,868952782.0
600694,大商股份,5483469185.559999,5483469185.559999,商业百货,322177978.0,322177978.0
600696,岩石股份,2351320099.9300003,2351320099.9300003,酿酒行业,334469431.0,334469431.0
600697,欧亚集团,1609971318.9999998,1572405271.8,商业百货,159088075.0,155376015.0
600698,湖南天雁,3688333710.08,2856387732.24,汽车零部件,1072190032.0,830345271.0
600699,均胜电子,21398176438.17,20781205438.559998,汽车零部件,1408701543.0,1368084624.0
600702,舍得酒业,20376529131.64,20321605127.559998,酿酒行业,333167579.0,332269541.0
600703,三安光电,59518993413.11,59518993413.11,光学光电子,4989018727.0,4989018727.0
600704,物产中大,22743420640.2,22402745335.2,物流行业,5192561790.0,5114782040.0
600705,中航产融,19944261041.16,19898000122.579998,多元金融,8824894266.0,8804424833.0
600706,曲江文旅,2461326925.25,2451391285.25,旅游酒店,255059785.0,254030185.0
600707,彩虹股份,24401050177.6,24396154177.6,光学光电子,3588389732.0,3587669732.0
600708,光明地产,3966973402.54,3960994432.38,房地产开发,2228636743.0,2225277771.0
600710,苏美达,10532400438.04,10532400438.04,贸易行业,1306749434.0,1306749434.0
600711,盛屯矿业,11587073106.0,11553876336.0,能源金属,3131641380.0,3122669280.0
600712,南宁百货,1835488563.2,1815245010.27,商业百货,544655360.0,538648371.0
600713,南京医药,5774127836.400001,4616650095.12,医药商业,1309326040.0,1046859432.0
600714,金瑞矿业,2080632691.06,2080632691.06,化学原料,288176273.0,288176273.0
600715,*ST文投,2689537575.0,2689537575.0,游戏,1854853500.0,1854853500.0
600716,凤凰股份,2489921169.4,2489921169.4,房地产开发,936060590.0,936060590.0
600717,天津港,12299504411.5,12299504411.5,航运港口,2894001038.0,2894001038.0
600718,东软集团,10135183200.56,10135183200.56,互联网服务,1203703468.0,1203703468.0
600719,大连热电,3799190244.0,3799190244.0,电力行业,404599600.0,404599600.0
600720,中交设计,18637844668.239998,7016510690.48,工程咨询服务,2061708481.0,776162687.0
600721,百花医药,2283295679.6000004,2283295679.6000004,医疗服务,381822020.0,381822020.0
600722,金牛化工,2639640342.88,2639640342.88,化学原料,680319676.0,680319676.0
600724,宁波富达,5390749194.83,5389636136.72,房地产开发,1445241071.0,1444942664.0
600725,云维股份,3931579300.0,3931579300.0,煤炭行业,1232470000.0,1232470000.0
600726,华电能源,15972819144.2,3894333390.34,电力行业,7907336210.0,1927887817.0
600727,鲁北化工,3356502907.25,3356121907.25,化学原料,528583135.0,528523135.0
600728,佳都科技,8213406140.95,8171923410.95,软件开发,2144492465.0,2133661465.0
600729,重庆百货,10765679096.52,4650322926.96,商业百货,446338271.0,192799458.0
600730,中国高科,2370090248.08,2370090248.08,教育,586656002.0,586656002.0
600731,XD湖南海,2598152234.4,2488674103.8,农药兽药,558742416.0,535198732.0
600732,爱旭股份,17254331671.68,15076554172.32,光伏设备,1827789372.0,1597092603.0
600733,北汽蓝谷,42804504337.92,37232011207.68,汽车整车,5573503169.0,4847918126.0
600734,实达集团,5903201417.26,5691966979.49,通信设备,2178303106.0,2100356819.0
600735,新华锦,1655083925.34,1642244052.22,纺织服装,428778219.0,425451827.0
600736,苏州高新,4846943138.47,4846943138.47,房地产开发,1151292907.0,1151292907.0
600737,中粮糖业,20746827811.6,20746827811.6,食品饮料,2138848228.0,2138848228.0
600738,丽尚国潮,2816940373.2000003,2814464925.2000003,商业百货,761335236.0,760666196.0
600739,辽宁成大,13308475399.199999,13308475399.199999,贸易行业,1529709816.0,1529709816.0
600740,山西焦化,10248484616.0,10248484616.0,煤炭行业,2562121154.0,2562121154.0
600741,华域汽车,51736200577.44,51736200577.44,汽车零部件,3152723984.0,3152723984.0
600742,一汽富维,5706684518.4,5706684518.4,汽车零部件,743057880.0,743057880.0
600743,华远地产,2862243066.2799997,2862243066.2799997,房地产开发,2346100874.0,2346100874.0
600744,华银电力,6580842647.76,6580842647.76,电力行业,2031124274.0,2031124274.0
600745,闻泰科技,34525249048.98,34525249048.98,消费电子,1242809541.0,1242809541.0
600746,江苏索普,7077127877.04,7066459022.82,化学原料,1167842884.0,1166082347.0
600748,上实发展,4629852858.92,4629852858.92,房地产开发,1844562892.0,1844562892.0
600749,西藏旅游,2902888962.43,2902888962.43,旅游酒店,226965517.0,226965517.0
600750,江中药业,14973264416.6,14888662866.0,中药,629128757.0,625574070.0
600751,海航科技,6465523256.09,5738211585.96,航运港口,2899337783.0,2573189052.0
600753,庚星股份,1287417108.25,1202073600.0,贸易行业,230307175.0,215040000.0
600754,锦江酒店,25520550902.550003,21799950902.550003,旅游酒店,1070044063.0,914044063.0
600755,厦门国贸,15804313734.69,14586384308.91,贸易行业,2204227857.0,2034363223.0
600756,浪潮软件,3344699130.96,3344699130.96,互联网服务,324098753.0,324098753.0
600757,长江传媒,9794157703.11,9792921621.210001,文化传媒,1213650273.0,1213497103.0
600758,辽宁能源,3807410094.72,3803740974.72,煤炭行业,1322017394.0,1320743394.0
600759,ST洲际,11368285427.2,11353699037.2,石油行业,4149009280.0,4143685780.0
600760,中航沈飞,107775407953.43,107346656756.43,航天航空,2755699513.0,2744736813.0
600761,安徽合力,17562505934.25,17562505934.25,工程机械,819528975.0,819528975.0
600763,通策医疗,18065997205.0,18065997205.0,医疗服务,319356500.0,319356500.0
600764,中国海防,13644084211.199999,13644084211.199999,计算机设备,710629386.0,710629386.0
600765,中航重机,28727173294.68,28477677918.27,航天航空,1481545812.0,1468678593.0
600766,退市园城,94175265.24,94051470.24,综合行业,224226822.0,223932072.0
600768,宁波富邦,949605120.0,949605120.0,有色金属,133747200.0,133747200.0
600769,祥龙电业,2399854080.0,2399854080.0,工程建设,374977200.0,374977200.0
600770,综艺股份,3120000000.0,3120000000.0,综合行业,1300000000.0,1300000000.0
600771,广誉远,9525497603.86,9525497603.86,中药,489491141.0,489491141.0
600773,西藏城投,10248590536.05,8827746212.88,房地产开发,951586865.0,819660744.0
600774,汉商集团,2439917964.54,2438344423.37,商业百货,295032402.0,294842131.0
600775,南京熊猫,7411230470.19,5448610470.19,通信设备,913838529.0,671838529.0
600776,东方通信,12472080635.52,9493080635.52,通信设备,1256000064.0,956000064.0
600777,ST新潮,12376902401.5,11586397351.62,石油行业,6800495825.0,6366152391.0
600778,友好集团,1239735580.96,1238635230.36,商业百货,311491352.0,311214882.0
600779,水井坊,19041210908.02,19041210908.02,酿酒行业,488361398.0,488361398.0
600780,通宝能源,6959270314.610001,6959270314.610001,电力行业,1146502523.0,1146502523.0
600782,新钢股份,10946869478.52,10946869478.52,钢铁行业,3145652149.0,3145652149.0
600783,鲁信创投,6989533770.660001,6989533770.660001,非金属材料,744359294.0,744359294.0
600784,鲁银投资,3155296133.59,2653390540.82,综合行业,675652277.0,568177846.0
600785,新华百货,3041509654.4,3041509654.4,商业百货,225631280.0,225631280.0
600787,中储股份,10620148613.16,10568287564.34,物流行业,2180728668.0,2170079582.0
600789,鲁抗医药,6387762553.440001,6387762553.440001,化学制药,897157662.0,897157662.0
600790,轻纺城,4690530969.6,4690530969.6,商业百货,1465790928.0,1465790928.0
600791,京能置业,1494504000.0,1492635196.8,房地产开发,452880000.0,452313696.0
600792,云煤能源,3762641004.0,3355841004.0,煤炭行业,1109923600.0,989923600.0
600793,宜宾纸业,1595674098.04,1595674098.04,造纸印刷,176904002.0,176904002.0
600794,保税科技,3854643859.26,3854643859.26,物流行业,1212152157.0,1212152157.0
600795,国电电力,103803303057.24,103803303057.24,电力行业,17835619082.0,17835619082.0
600796,钱江生化,3847640801.0400004,1338225519.3600001,环保行业,866585766.0,301402144.0
600797,浙大网新,4849927921.44,4849927921.44,互联网服务,1027527102.0,1027527102.0
600798,宁波海运,3305903710.7400002,3305903710.7400002,航运港口,1206534201.0,1206534201.0
600800,渤海化学,2286693144.96,2286044244.96,化学制品,1110045216.0,1109730216.0
600801,华新水泥,29189098911.96,18873630111.96,水泥建材,2078995649.0,1344275649.0
600802,福建水泥,1310590424.0,1310590424.0,水泥建材,458248400.0,458248400.0
600803,新奥股份,64353718297.39,58906650335.45,燃气,3098397607.0,2836141085.0
