日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率,MA4,MA8,MA16,MA24
2021-01-08,4.6,4.71,4.8,4.51,351477,201421510.0,6.26,1.73,0.08,3.82,,,,
2021-01-15,4.7,4.48,4.75,4.36,237186,132572832.0,8.28,-4.88,-0.23,2.57,,,,
2021-01-22,4.47,4.41,4.51,4.4,133598,74188990.0,2.46,-1.56,-0.07,1.45,,,,
2021-01-29,4.38,4.47,4.48,4.26,167770,91749215.0,4.99,1.36,0.06,1.82,4.5175,,,
2021-02-05,4.47,4.42,4.48,4.26,143053,78508222.0,4.92,-1.12,-0.05,1.55,4.445,,,
2021-02-10,4.38,4.4,4.46,4.33,67826,37189629.0,2.94,-0.45,-0.02,0.74,4.425,,,
2021-02-19,4.43,4.58,4.62,4.4,87417,49049810.0,5.0,4.09,0.18,0.95,4.467499999999999,,,
2021-02-26,4.6,4.46,4.94,4.45,383842,223426793.0,10.7,-2.62,-0.12,4.17,4.465,4.49125,,
2021-03-05,4.46,4.46,4.55,4.38,170046,94782943.0,3.81,0.0,0.0,1.85,4.475,4.46,,
2021-03-12,4.46,4.43,4.55,4.3,162309,89464333.0,5.61,-0.67,-0.03,1.76,4.4825,4.453749999999999,,
2021-03-19,4.45,4.41,4.48,4.39,122406,67805778.0,2.03,-0.45,-0.02,1.33,4.4399999999999995,4.453749999999999,,
2021-03-26,4.39,4.53,4.54,4.35,160027,88868944.0,4.31,2.72,0.12,1.74,4.4575,4.46125,,
2021-04-02,4.52,4.42,4.55,4.36,197110,109391663.0,4.19,-2.43,-0.11,2.14,4.4475,4.46125,,
2021-04-09,4.44,4.44,4.48,4.4,123347,68183097.0,1.81,0.45,0.02,1.34,4.45,4.4662500000000005,,
2021-04-16,4.44,4.51,4.55,4.41,172710,96221409.0,3.15,1.58,0.07,1.87,4.475,4.4575000000000005,,
2021-04-23,4.52,4.44,4.58,4.42,237882,133076426.0,3.55,-1.55,-0.07,2.58,4.4525,4.455,4.4731250000000005,
2021-04-30,4.44,4.36,4.47,4.35,223353,122911516.0,2.7,-1.8,-0.08,2.42,4.4375,4.4425,4.451250000000001,
2021-05-07,4.36,4.47,4.58,4.34,221255,123568050.0,5.5,2.52,0.11,2.4,4.445,4.4475,4.4506250000000005,
2021-05-14,4.47,4.45,4.52,4.41,230727,128198012.0,2.46,-0.45,-0.02,2.5,4.43,4.452500000000001,4.453125,
2021-05-21,4.45,4.34,4.45,4.33,167373,91647567.0,2.7,-2.47,-0.11,1.82,4.404999999999999,4.42875,4.445,
2021-05-28,4.33,4.33,4.37,4.3,175812,95586254.0,1.61,-0.23,-0.01,1.91,4.3975,4.4175,4.439375,
