日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率,MA4,MA8,MA16,MA24
2021-01-08,20.77,17.17,21.43,17.05,1101241,2102976259.0,22.48,-11.86,-2.31,39.52,,,,
2021-01-15,17.17,17.66,17.85,16.51,452846,778165318.0,7.8,2.85,0.49,16.25,,,,
2021-01-22,17.42,17.29,18.37,17.14,387353,685427000.0,6.96,-2.1,-0.37,13.9,,,,
2021-01-29,16.94,17.43,18.38,15.46,545150,930147722.0,16.89,0.81,0.14,19.57,17.3875,,,
2021-02-05,17.58,16.92,18.7,16.44,729720,1283632128.0,12.97,-2.93,-0.51,26.19,17.325,,,
2021-02-10,16.89,17.87,18.2,15.93,441662,768478788.0,13.42,5.61,0.95,15.85,17.3775,,,
2021-02-19,18.08,18.57,18.57,17.78,277876,505645086.0,4.42,3.92,0.7,9.97,17.697499999999998,,,
2021-02-26,18.85,19.37,20.09,17.5,780975,1469912363.0,13.95,4.31,0.8,28.03,18.1825,17.785,,
2021-03-05,19.22,18.25,19.96,17.72,602718,1151317259.0,11.56,-5.78,-1.12,21.63,18.515,17.92,,
2021-03-12,18.37,17.7,18.66,16.42,306764,533589393.0,12.27,-3.01,-0.55,11.01,18.4725,17.925,,
2021-03-19,17.49,17.15,17.95,16.89,249783,432504565.0,5.99,-3.11,-0.55,8.97,18.1175,17.9075,,
2021-03-26,17.01,17.34,17.95,16.75,259330,449511194.0,7.0,1.11,0.19,9.31,17.61,17.896250000000002,,
2021-04-02,17.74,17.79,18.48,17.18,276722,490486379.0,7.5,2.6,0.45,9.93,17.494999999999997,18.005,,
2021-04-09,17.6,17.49,18.18,16.75,211061,370282821.0,8.04,-1.69,-0.3,7.58,17.4425,17.9575,,
2021-04-16,17.28,16.38,17.37,16.01,168634,281887662.0,7.78,-6.35,-1.11,6.05,17.25,17.68375,,
2021-04-23,16.37,16.84,17.08,16.29,169166,283937083.0,4.82,2.81,0.46,6.02,17.125,17.3675,17.57625,
2021-04-30,16.84,16.63,17.36,16.3,235784,394868089.0,6.29,-1.25,-0.21,8.39,16.835,17.165,17.5425,
